,id,soft_voitng,my_labeling,diff
3315,TEST_03315,유적지/사적지,유적지/사적지,True
3316,TEST_03316,한식,한식,True
3317,TEST_03317,카약/카누,카약/카누,True
3318,TEST_03318,한옥스테이,한옥스테이,True
3319,TEST_03319,"야영장,오토캠핑장","야영장,오토캠핑장",True
3320,TEST_03320,한식,한식,True
3321,TEST_03321,강,강,True
3322,TEST_03322,박물관,박물관,True
3323,TEST_03323,"야영장,오토캠핑장","야영장,오토캠핑장",True
3324,TEST_03324,생가,생가,True
3325,TEST_03325,자연생태관광지,자연생태관광지,True
3326,TEST_03326,박물관,박물관,True
3327,TEST_03327,트래킹,트래킹,True
3328,TEST_03328,자연휴양림,자연휴양림,True
3329,TEST_03329,이색거리,이색거리,True
3330,TEST_03330,기타,기타,True
3331,TEST_03331,"야영장,오토캠핑장","야영장,오토캠핑장",True
3332,TEST_03332,전시관,전시관,True
3333,TEST_03333,기념탑/기념비/전망대,기념탑/기념비/전망대,True
3334,TEST_03334,한식,한식,True
3335,TEST_03335,미술관/화랑,미술관/화랑,True
3336,TEST_03336,스키(보드) 렌탈샵,스키(보드) 렌탈샵,True
3337,TEST_03337,전시관,전시관,True
3338,TEST_03338,유적지/사적지,유적지/사적지,True
3339,TEST_03339,이색거리,이색거리,True
3340,TEST_03340,종교성지,종교성지,True
3341,TEST_03341,승마,승마,True
3342,TEST_03342,공원,공원,True
3343,TEST_03343,농.산.어촌 체험,농.산.어촌 체험,True
3344,TEST_03344,유원지,유원지,True
3345,TEST_03345,바/까페,바/까페,True
3346,TEST_03346,한식,한식,True
3347,TEST_03347,공원,공원,True
3348,TEST_03348,한식,한식,True
3349,TEST_03349,호수,호수,True
3350,TEST_03350,한식,한식,True
3351,TEST_03351,일반축제,박람회,False
3352,TEST_03352,골프,골프,True
3353,TEST_03353,유적지/사적지,유적지/사적지,True
3354,TEST_03354,계곡,계곡,True
3355,TEST_03355,일반축제,일반축제,True
3356,TEST_03356,5일장,5일장,True
3357,TEST_03357,사찰,사찰,True
3358,TEST_03358,전문상가,전문상가,True
3359,TEST_03359,사찰,사찰,True
3360,TEST_03360,희귀동.식물,희귀동.식물,True
3361,TEST_03361,한식,한식,True
3362,TEST_03362,사찰,사찰,True
3363,TEST_03363,고택,고택,True
3364,TEST_03364,기암괴석,기암괴석,True
3365,TEST_03365,트래킹,트래킹,True
3366,TEST_03366,"야영장,오토캠핑장","야영장,오토캠핑장",True
3367,TEST_03367,박물관,박물관,True
3368,TEST_03368,바/까페,바/까페,True
3369,TEST_03369,산,산,True
3370,TEST_03370,종교성지,종교성지,True
3371,TEST_03371,한옥스테이,한옥스테이,True
3372,TEST_03372,전시관,전시관,True
3373,TEST_03373,"야영장,오토캠핑장","야영장,오토캠핑장",True
3374,TEST_03374,한식,한식,True
3375,TEST_03375,한식,한식,True
3376,TEST_03376,유적지/사적지,유적지/사적지,True
3377,TEST_03377,이색거리,이색거리,True
3378,TEST_03378,유적지/사적지,유적지/사적지,True
3379,TEST_03379,외국문화원,외국문화원,True
3380,TEST_03380,스키(보드) 렌탈샵,스키(보드) 렌탈샵,True
3381,TEST_03381,서양식,서양식,True
3382,TEST_03382,한식,한식,True
3383,TEST_03383,산,산,True
3384,TEST_03384,한식,한식,True
3385,TEST_03385,중식,중식,True
3386,TEST_03386,한식,한식,True
3387,TEST_03387,한식,한식,True
3388,TEST_03388,항구/포구,항구/포구,True
3389,TEST_03389,동상,동상,True
3390,TEST_03390,성,성,True
3391,TEST_03391,바/까페,바/까페,True
3392,TEST_03392,이색거리,이색거리,True
3393,TEST_03393,"야영장,오토캠핑장","야영장,오토캠핑장",True
3394,TEST_03394,트래킹,트래킹,True
3395,TEST_03395,"야영장,오토캠핑장","야영장,오토캠핑장",True
3396,TEST_03396,사찰,사찰,True
3397,TEST_03397,자전거하이킹,자전거하이킹,True
3398,TEST_03398,한식,한식,True
3399,TEST_03399,고택,고택,True
3400,TEST_03400,박물관,박물관,True
3401,TEST_03401,자연휴양림,자연휴양림,True
3402,TEST_03402,"야영장,오토캠핑장","야영장,오토캠핑장",True
3403,TEST_03403,박물관,박물관,True
3404,TEST_03404,유적지/사적지,유적지/사적지,True
3405,TEST_03405,희귀동.식물,희귀동.식물,True
3406,TEST_03406,일반축제,기타행사,False
3407,TEST_03407,한식,기타,False
3408,TEST_03408,"야영장,오토캠핑장",한식,False
3409,TEST_03409,일반축제,일반축제,True
3410,TEST_03410,산,산,True
3411,TEST_03411,일반축제,일반축제,True
3412,TEST_03412,한식,한식,True
3413,TEST_03413,"야영장,오토캠핑장","야영장,오토캠핑장",True
3414,TEST_03414,한식,한식,True
3415,TEST_03415,한식,한식,True
3416,TEST_03416,민물낚시,민물낚시,True
3417,TEST_03417,한식,한식,True
3418,TEST_03418,한식,한식,True
3419,TEST_03419,한식,한식,True
3420,TEST_03420,펜션,펜션,True
3421,TEST_03421,농.산.어촌 체험,농.산.어촌 체험,True
3422,TEST_03422,폭포,폭포,True
3423,TEST_03423,상설시장,상설시장,True
3424,TEST_03424,전시관,전시관,True
3425,TEST_03425,자연휴양림,자연휴양림,True
3426,TEST_03426,한식,한식,True
3427,TEST_03427,"야영장,오토캠핑장","야영장,오토캠핑장",True
3428,TEST_03428,기념관,기념관,True
3429,TEST_03429,일식,일식,True
3430,TEST_03430,미술관/화랑,미술관/화랑,True
3431,TEST_03431,"야영장,오토캠핑장","야영장,오토캠핑장",True
3432,TEST_03432,한식,한식,True
3433,TEST_03433,상설시장,상설시장,True
3434,TEST_03434,호수,호수,True
3435,TEST_03435,일반축제,일반축제,True
3436,TEST_03436,농.산.어촌 체험,농.산.어촌 체험,True
3437,TEST_03437,유원지,테마공원,False
3438,TEST_03438,모텔,모텔,True
3439,TEST_03439,한식,한식,True
3440,TEST_03440,한식,한식,True
3441,TEST_03441,모텔,모텔,True
3442,TEST_03442,동굴,동굴,True
3443,TEST_03443,한식,한식,True
3444,TEST_03444,한식,한식,True
3445,TEST_03445,한식,한식,True
3446,TEST_03446,사찰,사찰,True
3447,TEST_03447,상설시장,상설시장,True
3448,TEST_03448,한식,한식,True
3449,TEST_03449,이색거리,이색거리,True
3450,TEST_03450,박물관,박물관,True
3451,TEST_03451,산,산,True
3452,TEST_03452,계곡,계곡,True
3453,TEST_03453,모텔,모텔,True
3454,TEST_03454,이색거리,이색거리,True
3455,TEST_03455,문화전수시설,문화전수시설,True
3456,TEST_03456,펜션,펜션,True
3457,TEST_03457,한식,한식,True
3458,TEST_03458,유적지/사적지,유적지/사적지,True
3459,TEST_03459,모텔,스키(보드) 렌탈샵,False
3460,TEST_03460,한식,한식,True
3461,TEST_03461,"야영장,오토캠핑장","야영장,오토캠핑장",True
3462,TEST_03462,바/까페,바/까페,True
3463,TEST_03463,한식,한식,True
3464,TEST_03464,미술관/화랑,미술관/화랑,True
3465,TEST_03465,한식,한식,True
3466,TEST_03466,한식,한식,True
3467,TEST_03467,유적지/사적지,유적지/사적지,True
3468,TEST_03468,중식,중식,True
3469,TEST_03469,한식,한식,True
3470,TEST_03470,"야영장,오토캠핑장","야영장,오토캠핑장",True
3471,TEST_03471,한식,한식,True
3472,TEST_03472,펜션,펜션,True
3473,TEST_03473,한식,한식,True
3474,TEST_03474,트래킹,트래킹,True
3475,TEST_03475,한식,한식,True
3476,TEST_03476,민물낚시,민물낚시,True
3477,TEST_03477,한식,한식,True
3478,TEST_03478,사찰,사찰,True
3479,TEST_03479,한식,한식,True
3480,TEST_03480,"야영장,오토캠핑장","야영장,오토캠핑장",True
3481,TEST_03481,산,산,True
3482,TEST_03482,트래킹,트래킹,True
3483,TEST_03483,해수욕장,해수욕장,True
3484,TEST_03484,산,산,True
3485,TEST_03485,유적지/사적지,유적지/사적지,True
3486,TEST_03486,한식,한식,True
3487,TEST_03487,기념탑/기념비/전망대,기념탑/기념비/전망대,True
3488,TEST_03488,생가,생가,True
3489,TEST_03489,바/까페,바/까페,True
3490,TEST_03490,계곡,계곡,True
3491,TEST_03491,농.산.어촌 체험,농.산.어촌 체험,True
3492,TEST_03492,한식,한식,True
3493,TEST_03493,유원지,유원지,True
3494,TEST_03494,한식,한식,True
3495,TEST_03495,유명건물,유명건물,True
3496,TEST_03496,종교성지,종교성지,True
3497,TEST_03497,자동차경주,자동차경주,True
3498,TEST_03498,콘도미니엄,콘도미니엄,True
3499,TEST_03499,일반축제,일반축제,True
3500,TEST_03500,펜션,펜션,True
3501,TEST_03501,농.산.어촌 체험,농.산.어촌 체험,True
3502,TEST_03502,안보관광,안보관광,True
3503,TEST_03503,바/까페,바/까페,True
3504,TEST_03504,호수,호수,True
3505,TEST_03505,한옥스테이,온천/욕장/스파,False
3506,TEST_03506,한식,한식,True
3507,TEST_03507,한식,한식,True
3508,TEST_03508,바/까페,바/까페,True
3509,TEST_03509,미술관/화랑,미술관/화랑,True
3510,TEST_03510,온천/욕장/스파,온천/욕장/스파,True
3511,TEST_03511,한식,한식,True
3512,TEST_03512,유적지/사적지,유적지/사적지,True
3513,TEST_03513,기타행사,기타행사,True
3514,TEST_03514,기념관,기념관,True
3515,TEST_03515,바/까페,바/까페,True
3516,TEST_03516,사찰,사찰,True
3517,TEST_03517,바/까페,바/까페,True
3518,TEST_03518,펜션,펜션,True
3519,TEST_03519,산,산,True
3520,TEST_03520,한식,한식,True
3521,TEST_03521,한식,한식,True
3522,TEST_03522,유적지/사적지,유적지/사적지,True
3523,TEST_03523,한식,한식,True
3524,TEST_03524,채식전문점,채식전문점,True
3525,TEST_03525,펜션,펜션,True
3526,TEST_03526,해수욕장,해수욕장,True
3527,TEST_03527,도서관,도서관,True
3528,TEST_03528,"야영장,오토캠핑장","야영장,오토캠핑장",True
3529,TEST_03529,유스호스텔,유스호스텔,True
3530,TEST_03530,한식,한식,True
3531,TEST_03531,"야영장,오토캠핑장","야영장,오토캠핑장",True
3532,TEST_03532,미술관/화랑,미술관/화랑,True
3533,TEST_03533,상설시장,상설시장,True
3534,TEST_03534,"야영장,오토캠핑장","야영장,오토캠핑장",True
3535,TEST_03535,한옥스테이,한옥스테이,True
3536,TEST_03536,한식,한식,True
3537,TEST_03537,한식,한식,True
3538,TEST_03538,한식,한식,True
3539,TEST_03539,공원,공원,True
3540,TEST_03540,호수,호수,True
3541,TEST_03541,펜션,펜션,True
3542,TEST_03542,특산물판매점,특산물판매점,True
3543,TEST_03543,한식,한식,True
3544,TEST_03544,자연휴양림,자연휴양림,True
3545,TEST_03545,펜션,펜션,True
3546,TEST_03546,"야영장,오토캠핑장","야영장,오토캠핑장",True
3547,TEST_03547,바/까페,바/까페,True
3548,TEST_03548,한식,한식,True
3549,TEST_03549,이색거리,이색거리,True
3550,TEST_03550,온천/욕장/스파,온천/욕장/스파,True
3551,TEST_03551,해수욕장,해수욕장,True
3552,TEST_03552,한식,한식,True
3553,TEST_03553,전시관,전시관,True
3554,TEST_03554,한식,한식,True
3555,TEST_03555,사찰,사찰,True
3556,TEST_03556,바/까페,바/까페,True
3557,TEST_03557,"야영장,오토캠핑장","야영장,오토캠핑장",True
3558,TEST_03558,한식,한식,True
3559,TEST_03559,산,산,True
3560,TEST_03560,산,산,True
3561,TEST_03561,수련시설,수련시설,True
3562,TEST_03562,기타,기타,True
3563,TEST_03563,한식,한식,True
3564,TEST_03564,강,강,True
3565,TEST_03565,이색거리,이색거리,True
3566,TEST_03566,모텔,모텔,True
3567,TEST_03567,"야영장,오토캠핑장","야영장,오토캠핑장",True
3568,TEST_03568,도서관,도서관,True
3569,TEST_03569,공원,공원,True
3570,TEST_03570,유명건물,유명건물,True
3571,TEST_03571,"야영장,오토캠핑장","야영장,오토캠핑장",True
3572,TEST_03572,공연장,공연장,True
3573,TEST_03573,스키(보드) 렌탈샵,스키(보드) 렌탈샵,True
3574,TEST_03574,한식,한식,True
3575,TEST_03575,산,유적지/사적지,False
3576,TEST_03576,"야영장,오토캠핑장","야영장,오토캠핑장",True
3577,TEST_03577,기타행사,일반축제,False
3578,TEST_03578,상설시장,상설시장,True
3579,TEST_03579,한식,한식,True
3580,TEST_03580,한식,한식,True
3581,TEST_03581,바/까페,바/까페,True
3582,TEST_03582,"야영장,오토캠핑장","야영장,오토캠핑장",True
3583,TEST_03583,고택,고택,True
3584,TEST_03584,바/까페,바/까페,True
3585,TEST_03585,전시관,전시관,True
3586,TEST_03586,기념탑/기념비/전망대,기념탑/기념비/전망대,True
3587,TEST_03587,한식,한식,True
3588,TEST_03588,사찰,사찰,True
3589,TEST_03589,특산물판매점,특산물판매점,True
3590,TEST_03590,상설시장,상설시장,True
3591,TEST_03591,일반축제,일반축제,True
3592,TEST_03592,한식,한식,True
3593,TEST_03593,유적지/사적지,유적지/사적지,True
3594,TEST_03594,바/까페,바/까페,True
3595,TEST_03595,자연생태관광지,자연생태관광지,True
3596,TEST_03596,상설시장,상설시장,True
3597,TEST_03597,"야영장,오토캠핑장","야영장,오토캠핑장",True
3598,TEST_03598,수련시설,수련시설,True
3599,TEST_03599,"야영장,오토캠핑장","야영장,오토캠핑장",True
3600,TEST_03600,일반축제,일반축제,True
3601,TEST_03601,한식,한식,True
3602,TEST_03602,한식,한식,True
3603,TEST_03603,민속마을,민속마을,True
3604,TEST_03604,트래킹,트래킹,True
3605,TEST_03605,문화원,문화원,True
3606,TEST_03606,트래킹,트래킹,True
3607,TEST_03607,유적지/사적지,전시관,False
3608,TEST_03608,한식,한식,True
3609,TEST_03609,한식,한식,True
3610,TEST_03610,종교성지,종교성지,True
3611,TEST_03611,사찰,사찰,True
3612,TEST_03612,박물관,박물관,True
3613,TEST_03613,수영,수영,True
3614,TEST_03614,바/까페,바/까페,True
3615,TEST_03615,한식,한식,True
3616,TEST_03616,한식,한식,True
3617,TEST_03617,사찰,사찰,True
3618,TEST_03618,한식,한식,True
3619,TEST_03619,해수욕장,해수욕장,True
3620,TEST_03620,"야영장,오토캠핑장","야영장,오토캠핑장",True
3621,TEST_03621,미술관/화랑,미술관/화랑,True
3622,TEST_03622,한식,한식,True
3623,TEST_03623,중식,중식,True
3624,TEST_03624,생가,생가,True
3625,TEST_03625,바/까페,바/까페,True
3626,TEST_03626,"야영장,오토캠핑장","야영장,오토캠핑장",True
3627,TEST_03627,"야영장,오토캠핑장","야영장,오토캠핑장",True
3628,TEST_03628,항구/포구,항구/포구,True
3629,TEST_03629,수목원,수목원,True
3630,TEST_03630,일반축제,일반축제,True
3631,TEST_03631,사찰,사찰,True
3632,TEST_03632,농.산.어촌 체험,농.산.어촌 체험,True
3633,TEST_03633,중식,중식,True
3634,TEST_03634,한옥스테이,한옥스테이,True
3635,TEST_03635,한식,한식,True
3636,TEST_03636,관광단지,관광단지,True
3637,TEST_03637,이색거리,이색거리,True
3638,TEST_03638,"야영장,오토캠핑장","야영장,오토캠핑장",True
3639,TEST_03639,유적지/사적지,유적지/사적지,True
3640,TEST_03640,전시관,전시관,True
3641,TEST_03641,온천/욕장/스파,온천/욕장/스파,True
3642,TEST_03642,섬,섬,True
3643,TEST_03643,미술관/화랑,미술관/화랑,True
3644,TEST_03644,모텔,모텔,True
3645,TEST_03645,한식,한식,True
3646,TEST_03646,농.산.어촌 체험,농.산.어촌 체험,True
3647,TEST_03647,스키(보드) 렌탈샵,스키(보드) 렌탈샵,True
3648,TEST_03648,분수,분수,True
3649,TEST_03649,테마공원,테마공원,True
3650,TEST_03650,수상레포츠,수상레포츠,True
3651,TEST_03651,"야영장,오토캠핑장","야영장,오토캠핑장",True
3652,TEST_03652,전시관,전시관,True
3653,TEST_03653,섬,섬,True
3654,TEST_03654,상설시장,상설시장,True
3655,TEST_03655,"야영장,오토캠핑장","야영장,오토캠핑장",True
3656,TEST_03656,바/까페,바/까페,True
3657,TEST_03657,이색거리,이색거리,True
3658,TEST_03658,한식,한식,True
3659,TEST_03659,한식,한식,True
3660,TEST_03660,특산물판매점,특산물판매점,True
3661,TEST_03661,한식,한식,True
3662,TEST_03662,유원지,유원지,True
3663,TEST_03663,한식,한식,True
3664,TEST_03664,민물낚시,민물낚시,True
3665,TEST_03665,사찰,사찰,True
3666,TEST_03666,유적지/사적지,유적지/사적지,True
3667,TEST_03667,서양식,서양식,True
3668,TEST_03668,서양식,서양식,True
3669,TEST_03669,"야영장,오토캠핑장","야영장,오토캠핑장",True
3670,TEST_03670,한옥스테이,한옥스테이,True
3671,TEST_03671,바다낚시,바다낚시,True
3672,TEST_03672,도서관,도서관,True
3673,TEST_03673,한식,한식,True
3674,TEST_03674,관광단지,관광단지,True
3675,TEST_03675,대형서점,대형서점,True
3676,TEST_03676,사찰,사찰,True
3677,TEST_03677,한옥스테이,한옥스테이,True
3678,TEST_03678,"야영장,오토캠핑장","야영장,오토캠핑장",True
3679,TEST_03679,미술관/화랑,미술관/화랑,True
3680,TEST_03680,"야영장,오토캠핑장","야영장,오토캠핑장",True
3681,TEST_03681,한식,한식,True
3682,TEST_03682,한식,한식,True
3683,TEST_03683,산,산,True
3684,TEST_03684,콘도미니엄,콘도미니엄,True
3685,TEST_03685,일반축제,일반축제,True
3686,TEST_03686,유적지/사적지,유적지/사적지,True
3687,TEST_03687,한식,한식,True
3688,TEST_03688,한식,한식,True
3689,TEST_03689,한식,한식,True
3690,TEST_03690,전시관,전시관,True
3691,TEST_03691,5일장,5일장,True
3692,TEST_03692,한식,한식,True
3693,TEST_03693,홈스테이,홈스테이,True
3694,TEST_03694,국립공원,국립공원,True
3695,TEST_03695,바/까페,바/까페,True
3696,TEST_03696,상설시장,상설시장,True
3697,TEST_03697,유적지/사적지,유적지/사적지,True
3698,TEST_03698,펜션,펜션,True
3699,TEST_03699,기념관,기념관,True
3700,TEST_03700,바/까페,바/까페,True
3701,TEST_03701,"야영장,오토캠핑장","야영장,오토캠핑장",True
3702,TEST_03702,섬,섬,True
3703,TEST_03703,박물관,박물관,True
3704,TEST_03704,한식,한식,True
3705,TEST_03705,한식,한식,True
3706,TEST_03706,골프,골프,True
3707,TEST_03707,한식,한식,True
3708,TEST_03708,농.산.어촌 체험,농.산.어촌 체험,True
3709,TEST_03709,"야영장,오토캠핑장","야영장,오토캠핑장",True
3710,TEST_03710,유적지/사적지,유적지/사적지,True
3711,TEST_03711,한식,한식,True
3712,TEST_03712,농.산.어촌 체험,농.산.어촌 체험,True
3713,TEST_03713,박물관,박물관,True
3714,TEST_03714,관광단지,관광단지,True
3715,TEST_03715,트래킹,트래킹,True
3716,TEST_03716,한식,한식,True
3717,TEST_03717,미술관/화랑,미술관/화랑,True
3718,TEST_03718,공원,공원,True
3719,TEST_03719,홈스테이,홈스테이,True
3720,TEST_03720,한식,한식,True
3721,TEST_03721,전시관,전시관,True
3722,TEST_03722,일반축제,일반축제,True
3723,TEST_03723,박물관,박물관,True
3724,TEST_03724,모텔,모텔,True
3725,TEST_03725,유명건물,유명건물,True
3726,TEST_03726,일식,일식,True
3727,TEST_03727,사찰,사찰,True
3728,TEST_03728,유원지,유원지,True
3729,TEST_03729,고택,고택,True
3730,TEST_03730,바/까페,바/까페,True
3731,TEST_03731,유적지/사적지,유적지/사적지,True
3732,TEST_03732,일반축제,일반축제,True
3733,TEST_03733,민물낚시,민물낚시,True
3734,TEST_03734,문화원,문화원,True
3735,TEST_03735,한식,한식,True
3736,TEST_03736,한식,한식,True
3737,TEST_03737,온천/욕장/스파,온천/욕장/스파,True
3738,TEST_03738,성,성,True
3739,TEST_03739,문,문,True
3740,TEST_03740,"야영장,오토캠핑장","야영장,오토캠핑장",True
3741,TEST_03741,사찰,사찰,True
3742,TEST_03742,한식,한식,True
3743,TEST_03743,수상레포츠,수상레포츠,True
3744,TEST_03744,유적지/사적지,유적지/사적지,True
3745,TEST_03745,한식,한식,True
3746,TEST_03746,특산물판매점,특산물판매점,True
3747,TEST_03747,펜션,펜션,True
3748,TEST_03748,한식,한식,True
3749,TEST_03749,해수욕장,해수욕장,True
3750,TEST_03750,일반축제,일반축제,True
3751,TEST_03751,한식,한식,True
3752,TEST_03752,"야영장,오토캠핑장","야영장,오토캠핑장",True
3753,TEST_03753,한식,한식,True
3754,TEST_03754,일반축제,일반축제,True
3755,TEST_03755,트래킹,트래킹,True
3756,TEST_03756,유적지/사적지,유적지/사적지,True
3757,TEST_03757,"야영장,오토캠핑장","야영장,오토캠핑장",True
3758,TEST_03758,한식,한식,True
3759,TEST_03759,한식,한식,True
3760,TEST_03760,박물관,박물관,True
3761,TEST_03761,테마공원,테마공원,True
3762,TEST_03762,"야영장,오토캠핑장","야영장,오토캠핑장",True
3763,TEST_03763,펜션,홈스테이,False
3764,TEST_03764,성,성,True
3765,TEST_03765,"야영장,오토캠핑장","야영장,오토캠핑장",True
3766,TEST_03766,콘도미니엄,콘도미니엄,True
3767,TEST_03767,일반축제,기타행사,False
3768,TEST_03768,바/까페,바/까페,True
3769,TEST_03769,사찰,사찰,True
3770,TEST_03770,유원지,공원,False
3771,TEST_03771,사찰,사찰,True
3772,TEST_03772,기념탑/기념비/전망대,기념탑/기념비/전망대,True
3773,TEST_03773,공연장,공연장,True
3774,TEST_03774,펜션,펜션,True
3775,TEST_03775,골프,골프,True
3776,TEST_03776,박물관,박물관,True
3777,TEST_03777,유명건물,유명건물,True
3778,TEST_03778,한식,한식,True
3779,TEST_03779,상설시장,상설시장,True
3780,TEST_03780,고택,고택,True
3781,TEST_03781,계곡,계곡,True
3782,TEST_03782,이색거리,이색거리,True
3783,TEST_03783,트래킹,트래킹,True
3784,TEST_03784,한식,한식,True
3785,TEST_03785,5일장,5일장,True
3786,TEST_03786,관광단지,관광단지,True
3787,TEST_03787,"야영장,오토캠핑장","야영장,오토캠핑장",True
3788,TEST_03788,일반축제,일반축제,True
3789,TEST_03789,자연생태관광지,자연생태관광지,True
3790,TEST_03790,유원지,유원지,True
3791,TEST_03791,문화원,문화원,True
3792,TEST_03792,자연휴양림,자연휴양림,True
3793,TEST_03793,계곡,계곡,True
3794,TEST_03794,펜션,펜션,True
3795,TEST_03795,서양식,서양식,True
3796,TEST_03796,한식,한식,True
3797,TEST_03797,공원,공원,True
3798,TEST_03798,자연생태관광지,자연생태관광지,True
3799,TEST_03799,한식,한식,True
3800,TEST_03800,성,성,True
3801,TEST_03801,한식,한식,True
3802,TEST_03802,"야영장,오토캠핑장","야영장,오토캠핑장",True
3803,TEST_03803,한식,한식,True
3804,TEST_03804,"야영장,오토캠핑장","야영장,오토캠핑장",True
3805,TEST_03805,"야영장,오토캠핑장","야영장,오토캠핑장",True
3806,TEST_03806,항구/포구,항구/포구,True
3807,TEST_03807,바/까페,바/까페,True
3808,TEST_03808,바/까페,바/까페,True
3809,TEST_03809,전시관,전시관,True
3810,TEST_03810,강,강,True
3811,TEST_03811,바/까페,바/까페,True
3812,TEST_03812,일반축제,일반축제,True
3813,TEST_03813,"야영장,오토캠핑장","야영장,오토캠핑장",True
3814,TEST_03814,바/까페,바/까페,True
3815,TEST_03815,한식,한식,True
3816,TEST_03816,"야영장,오토캠핑장","야영장,오토캠핑장",True
3817,TEST_03817,한옥스테이,한옥스테이,True
3818,TEST_03818,사찰,사찰,True
3819,TEST_03819,유적지/사적지,유적지/사적지,True
3820,TEST_03820,중식,중식,True
3821,TEST_03821,한식,한식,True
3822,TEST_03822,펜션,펜션,True
3823,TEST_03823,항구/포구,항구/포구,True
3824,TEST_03824,한식,한식,True
3825,TEST_03825,미술관/화랑,미술관/화랑,True
3826,TEST_03826,희귀동.식물,희귀동.식물,True
3827,TEST_03827,한식,한식,True
3828,TEST_03828,바/까페,바/까페,True
3829,TEST_03829,이색거리,이색거리,True
3830,TEST_03830,계곡,자연생태관광지,False
3831,TEST_03831,래프팅,래프팅,True
3832,TEST_03832,관광단지,관광단지,True
3833,TEST_03833,"야영장,오토캠핑장","야영장,오토캠핑장",True
3834,TEST_03834,한식,한식,True
3835,TEST_03835,한식,한식,True
3836,TEST_03836,한옥스테이,한옥스테이,True
3837,TEST_03837,항구/포구,항구/포구,True
3838,TEST_03838,종교성지,종교성지,True
3839,TEST_03839,한식,한식,True
3840,TEST_03840,"야영장,오토캠핑장","야영장,오토캠핑장",True
3841,TEST_03841,전문상가,전문상가,True
3842,TEST_03842,사찰,사찰,True
3843,TEST_03843,"야영장,오토캠핑장","야영장,오토캠핑장",True
3844,TEST_03844,한옥스테이,한옥스테이,True
3845,TEST_03845,한식,한식,True
3846,TEST_03846,트래킹,트래킹,True
3847,TEST_03847,문화원,문화원,True
3848,TEST_03848,한식,한식,True
3849,TEST_03849,한식,한식,True
3850,TEST_03850,계곡,계곡,True
3851,TEST_03851,한식,한식,True
3852,TEST_03852,등대,등대,True
3853,TEST_03853,"야영장,오토캠핑장","야영장,오토캠핑장",True
3854,TEST_03854,한식,한식,True
3855,TEST_03855,일식,일식,True
3856,TEST_03856,미술관/화랑,미술관/화랑,True
3857,TEST_03857,한식,한식,True
3858,TEST_03858,기념탑/기념비/전망대,기념탑/기념비/전망대,True
3859,TEST_03859,해수욕장,해수욕장,True
3860,TEST_03860,펜션,펜션,True
3861,TEST_03861,농.산.어촌 체험,농.산.어촌 체험,True
3862,TEST_03862,펜션,펜션,True
3863,TEST_03863,유적지/사적지,유적지/사적지,True
3864,TEST_03864,공원,공원,True
3865,TEST_03865,한식,한식,True
3866,TEST_03866,일반축제,일반축제,True
3867,TEST_03867,바/까페,바/까페,True
3868,TEST_03868,"야영장,오토캠핑장","야영장,오토캠핑장",True
3869,TEST_03869,트래킹,트래킹,True
3870,TEST_03870,유명건물,유명건물,True
3871,TEST_03871,펜션,펜션,True
3872,TEST_03872,사찰,사찰,True
3873,TEST_03873,전시관,전시관,True
3874,TEST_03874,중식,중식,True
3875,TEST_03875,전시관,전시관,True
3876,TEST_03876,전시관,전시관,True
3877,TEST_03877,한식,한식,True
3878,TEST_03878,등대,등대,True
3879,TEST_03879,"야영장,오토캠핑장","야영장,오토캠핑장",True
3880,TEST_03880,한식,한식,True
3881,TEST_03881,"야영장,오토캠핑장","야영장,오토캠핑장",True
3882,TEST_03882,콘도미니엄,콘도미니엄,True
3883,TEST_03883,섬,섬,True
3884,TEST_03884,항구/포구,항구/포구,True
3885,TEST_03885,5일장,5일장,True
3886,TEST_03886,한식,한식,True
3887,TEST_03887,섬,섬,True
3888,TEST_03888,한옥스테이,모텔,False
3889,TEST_03889,박물관,박물관,True
3890,TEST_03890,"야영장,오토캠핑장","야영장,오토캠핑장",True
3891,TEST_03891,사찰,사찰,True
3892,TEST_03892,유원지,유원지,True
3893,TEST_03893,일식,일식,True
3894,TEST_03894,한옥스테이,한옥스테이,True
3895,TEST_03895,한옥스테이,한옥스테이,True
3896,TEST_03896,기타,기타,True
3897,TEST_03897,일반축제,일반축제,True
3898,TEST_03898,"야영장,오토캠핑장","야영장,오토캠핑장",True
3899,TEST_03899,5일장,5일장,True
3900,TEST_03900,한식,한식,True
3901,TEST_03901,이색거리,이색거리,True
3902,TEST_03902,이색거리,이색거리,True
3903,TEST_03903,한식,한식,True
3904,TEST_03904,5일장,5일장,True
3905,TEST_03905,한식,한식,True
3906,TEST_03906,사찰,사찰,True
3907,TEST_03907,바/까페,바/까페,True
3908,TEST_03908,윈드서핑/제트스키,윈드서핑/제트스키,True
3909,TEST_03909,문화원,문화원,True
3910,TEST_03910,수영,수영,True
3911,TEST_03911,유적지/사적지,유적지/사적지,True
3912,TEST_03912,"야영장,오토캠핑장","야영장,오토캠핑장",True
3913,TEST_03913,유적지/사적지,유적지/사적지,True
3914,TEST_03914,콘도미니엄,콘도미니엄,True
3915,TEST_03915,섬,섬,True
3916,TEST_03916,한식,한식,True
3917,TEST_03917,유적지/사적지,유적지/사적지,True
3918,TEST_03918,유명건물,유명건물,True
3919,TEST_03919,기념탑/기념비/전망대,기념탑/기념비/전망대,True
3920,TEST_03920,한식,한식,True
3921,TEST_03921,5일장,5일장,True
