id,e0,e1,e2,e3,e4,e5,e6,e8,e7,e9,cat3
TEST_04278,77,77,77,77,77,77,77,77,77,77,온천/욕장/스파
TEST_04279,118,118,118,118,118,118,118,118,118,118,한식
TEST_04280,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04281,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_04282,53,53,53,53,53,53,53,53,53,53,산
TEST_04283,59,59,59,59,59,59,59,59,59,59,성
TEST_04284,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04285,118,118,118,118,118,118,118,118,118,118,한식
TEST_04286,57,114,57,114,114,57,114,101,101,101,채식전문점
TEST_04287,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_04288,53,53,53,53,53,53,53,53,53,53,산
TEST_04289,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04290,20,86,86,86,86,86,86,86,86,86,이색거리
TEST_04291,85,17,85,85,85,85,85,85,7,85,유적지/사적지
TEST_04292,118,118,118,118,118,118,118,118,118,118,한식
TEST_04293,119,119,31,119,119,119,119,119,119,119,한옥스테이
TEST_04294,0,0,0,0,0,0,0,0,0,0,5일장
TEST_04295,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04296,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04297,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04298,118,118,118,118,118,118,118,118,118,118,한식
TEST_04299,9,9,9,9,9,9,9,9,9,9,공연장
TEST_04300,38,38,38,38,38,38,38,38,38,38,민물낚시
TEST_04301,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_04302,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_04303,118,118,118,118,118,118,118,118,118,118,한식
TEST_04304,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04305,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_04306,9,35,35,35,35,35,35,35,35,35,문화전수시설
TEST_04307,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_04308,119,126,126,126,126,126,126,115,115,115,홈스테이
TEST_04309,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04310,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04311,118,118,118,118,118,118,118,118,118,118,한식
TEST_04312,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04313,34,34,34,34,34,34,34,34,34,34,문화원
TEST_04314,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_04315,92,92,92,92,92,92,92,92,92,92,자동차경주
TEST_04316,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04317,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04318,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04319,118,118,118,118,118,118,118,118,118,118,한식
TEST_04320,12,12,12,12,12,12,12,12,12,12,관광단지
TEST_04321,97,97,97,97,97,97,97,97,97,97,전시관
TEST_04322,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_04323,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04324,20,20,40,40,40,40,40,40,40,40,민속마을
TEST_04325,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04326,118,118,118,118,118,118,118,118,118,118,한식
TEST_04327,118,118,118,118,118,118,118,118,118,118,한식
TEST_04328,118,118,118,118,118,118,118,118,118,118,한식
TEST_04329,118,118,118,118,118,118,118,118,118,118,한식
TEST_04330,11,84,11,84,84,84,84,84,84,84,유원지
TEST_04331,119,126,126,119,119,119,119,119,119,119,한옥스테이
TEST_04332,16,85,52,85,85,85,84,85,85,85,사찰
TEST_04333,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_04334,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04335,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_04336,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04337,118,118,118,118,118,118,118,118,118,118,한식
TEST_04338,43,106,106,106,106,106,106,106,106,106,컨벤션센터
TEST_04339,44,34,34,90,34,34,34,34,34,34,문화원
TEST_04340,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04341,52,20,52,20,52,52,20,20,20,20,사찰
TEST_04342,84,84,84,84,84,3,84,84,84,84,유원지
TEST_04343,118,118,118,118,118,118,118,118,118,118,한식
TEST_04344,67,67,67,67,67,67,67,67,67,67,스키(보드) 렌탈샵
TEST_04345,11,11,11,11,11,11,11,11,11,11,공원
TEST_04346,11,84,84,11,84,11,84,84,84,11,공원
TEST_04347,94,52,52,94,94,52,14,77,77,94,사찰
TEST_04348,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04349,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04350,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04351,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_04352,118,118,118,118,118,118,118,118,118,118,한식
TEST_04353,118,118,118,118,118,118,118,118,118,118,한식
TEST_04354,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_04355,80,29,29,29,29,29,29,29,29,29,래프팅
TEST_04356,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04357,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_04358,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04359,118,118,118,118,118,118,118,118,118,118,한식
TEST_04360,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04361,53,53,53,53,53,14,24,24,24,24,도립공원
TEST_04362,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04363,11,11,11,11,11,11,93,11,93,11,공원
TEST_04364,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04365,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04366,20,18,18,73,73,115,18,18,18,18,기타
TEST_04367,58,20,85,85,85,85,12,12,85,12,유적지/사적지
TEST_04368,112,112,95,95,95,95,95,95,95,95,자전거하이킹
TEST_04369,118,118,118,118,118,118,118,118,118,118,한식
TEST_04370,85,7,6,6,6,6,6,6,6,6,고궁
TEST_04371,91,91,91,91,91,91,91,91,91,91,일식
TEST_04372,53,53,53,53,53,53,53,53,53,53,산
TEST_04373,3,3,3,3,3,3,3,3,3,3,강
TEST_04374,25,25,25,25,25,25,25,25,25,25,도서관
TEST_04375,118,118,118,118,118,118,118,118,118,118,한식
TEST_04376,118,118,118,118,118,118,118,118,118,118,한식
TEST_04377,118,118,118,118,118,118,118,118,118,118,한식
TEST_04378,5,5,5,5,5,5,5,5,5,5,계곡
TEST_04379,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04380,118,118,118,118,118,118,118,118,118,118,한식
TEST_04381,8,8,8,8,8,8,8,8,8,8,골프
TEST_04382,118,118,118,118,118,118,118,118,118,118,한식
TEST_04383,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_04384,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_04385,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04386,118,118,118,118,118,118,118,118,118,118,한식
TEST_04387,60,60,60,60,60,60,60,60,60,60,수련시설
TEST_04388,118,118,118,118,118,118,118,118,118,118,한식
TEST_04389,118,118,118,118,118,118,118,118,118,118,한식
TEST_04390,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04391,118,114,114,114,114,114,114,114,114,114,패밀리레스토랑
TEST_04392,61,61,61,61,61,61,61,61,61,61,수목원
TEST_04393,118,118,118,118,118,118,118,118,118,118,한식
TEST_04394,118,118,118,118,118,118,118,118,118,118,한식
TEST_04395,118,118,118,118,118,118,118,118,118,118,한식
TEST_04396,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04397,84,11,11,11,11,11,11,11,11,11,공원
TEST_04398,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_04399,53,53,53,17,53,53,53,53,53,53,기암괴석
TEST_04400,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04401,8,8,8,8,8,8,8,8,8,8,골프
TEST_04402,82,82,82,82,82,82,82,82,82,82,유명건물
TEST_04403,118,118,118,118,118,118,118,118,118,118,한식
TEST_04404,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04405,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04406,118,118,57,41,118,101,41,41,41,41,바/까페
TEST_04407,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04408,112,93,86,93,93,112,93,93,93,93,자연생태관광지
TEST_04409,97,12,97,82,12,18,12,18,18,18,기타
TEST_04410,7,7,126,7,7,7,7,7,7,7,고택
TEST_04411,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04412,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04413,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04414,118,118,118,118,118,118,118,118,118,118,한식
TEST_04415,0,0,0,0,0,0,0,0,0,0,5일장
TEST_04416,118,118,118,118,118,118,118,118,118,118,한식
TEST_04417,7,7,7,7,85,7,7,7,7,7,고택
TEST_04418,93,93,93,93,93,93,93,93,93,93,자연생태관광지
TEST_04419,5,5,5,5,5,5,5,5,5,5,계곡
TEST_04420,97,97,97,97,97,97,97,97,97,97,전시관
TEST_04421,118,118,118,118,118,118,118,118,118,118,한식
TEST_04422,53,53,53,53,53,14,24,24,24,24,도립공원
TEST_04423,118,118,118,118,118,118,118,118,118,118,한식
TEST_04424,118,118,118,118,118,118,118,118,118,118,한식
TEST_04425,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04426,91,91,91,91,91,91,91,91,91,91,일식
TEST_04427,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04428,53,53,53,53,53,53,53,53,53,53,산
TEST_04429,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04430,118,118,118,118,118,118,118,118,118,118,한식
TEST_04431,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04432,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_04433,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_04434,31,119,31,119,119,119,119,119,119,119,모텔
TEST_04435,84,84,84,84,84,84,84,84,84,84,유원지
TEST_04436,15,15,15,15,15,15,15,15,15,15,기념관
TEST_04437,111,86,86,93,86,86,86,86,86,86,이색거리
TEST_04438,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_04439,118,118,118,118,118,118,118,118,118,118,한식
TEST_04440,119,119,115,31,31,119,31,31,31,31,모텔
TEST_04441,5,5,5,5,5,5,5,5,5,5,계곡
TEST_04442,61,18,18,18,18,18,18,18,18,18,기타
TEST_04443,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04444,34,34,34,34,34,34,34,34,34,34,문화원
TEST_04445,61,93,93,93,93,93,93,93,93,93,자연생태관광지
TEST_04446,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_04447,119,119,126,119,119,119,119,119,119,119,한옥스테이
TEST_04448,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_04449,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04450,82,82,82,116,116,82,84,25,25,25,폭포
TEST_04451,54,54,54,0,0,0,0,0,0,0,5일장
TEST_04452,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04453,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04454,118,118,118,118,118,118,118,118,118,118,한식
TEST_04455,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_04456,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04457,111,86,111,18,86,18,18,86,86,86,이색거리
TEST_04458,99,99,99,55,15,55,99,99,99,99,생가
TEST_04459,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04460,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04461,26,26,26,26,26,26,26,26,26,26,동굴
TEST_04462,118,118,118,118,118,118,118,118,118,118,한식
TEST_04463,118,118,118,118,118,118,118,118,118,118,한식
TEST_04464,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_04465,118,118,118,118,118,118,118,118,118,118,한식
TEST_04466,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04467,60,60,60,60,60,60,60,60,60,60,수련시설
TEST_04468,61,90,61,90,90,90,90,90,90,90,일반축제
TEST_04469,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04470,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04471,118,118,118,118,118,118,118,118,118,118,한식
TEST_04472,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04473,118,118,118,118,118,118,118,118,118,118,한식
TEST_04474,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04475,90,90,90,90,19,19,19,19,19,19,기타행사
TEST_04476,118,118,118,118,118,118,118,118,118,118,한식
TEST_04477,53,53,82,53,53,53,53,53,53,53,산
TEST_04478,73,94,73,94,94,94,94,94,94,94,자연휴양림
TEST_04479,118,118,118,118,118,118,118,118,118,118,한식
TEST_04480,54,54,54,54,54,0,54,54,54,54,상설시장
TEST_04481,57,57,57,57,57,57,57,57,57,57,서양식
TEST_04482,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04483,34,34,34,34,34,34,34,34,34,34,문화원
TEST_04484,118,118,118,118,118,118,118,118,118,118,한식
TEST_04485,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04486,11,11,11,11,11,11,11,11,11,11,공원
TEST_04487,121,122,122,122,121,122,121,121,121,121,해안절경
TEST_04488,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04489,11,11,11,11,11,11,84,84,84,11,공원
TEST_04490,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04491,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04492,7,7,7,7,7,7,7,7,7,7,고택
TEST_04493,84,84,84,84,84,84,84,84,84,84,유원지
TEST_04494,118,118,118,118,118,118,118,118,118,118,한식
TEST_04495,0,0,0,0,0,0,0,0,0,0,5일장
TEST_04496,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04497,118,118,118,118,118,118,118,118,118,118,한식
TEST_04498,0,0,0,0,0,0,0,0,0,0,5일장
TEST_04499,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04500,119,119,31,119,119,119,119,119,119,119,모텔
TEST_04501,53,53,53,53,53,53,53,53,53,53,산
TEST_04502,100,100,100,100,100,100,100,100,100,100,중식
TEST_04503,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_04504,41,41,41,115,41,41,41,41,41,41,바/까페
TEST_04505,118,118,118,118,118,118,118,118,118,118,한식
TEST_04506,90,43,43,43,43,43,43,43,43,43,박람회
TEST_04507,20,20,20,86,86,86,86,86,86,20,농.산.어촌 체험
TEST_04508,118,118,118,118,118,118,118,118,118,118,한식
TEST_04509,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04510,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04511,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04512,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04513,7,7,7,7,7,7,7,7,7,7,고택
TEST_04514,118,118,118,118,118,118,118,118,118,118,한식
TEST_04515,73,73,73,73,63,73,63,73,73,73,수영
TEST_04516,118,118,118,118,118,118,118,118,118,118,한식
TEST_04517,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04518,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04519,118,118,118,118,118,118,118,118,118,118,한식
TEST_04520,118,118,118,118,118,118,118,118,118,118,한식
TEST_04521,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04522,5,5,5,5,5,5,5,5,5,5,계곡
TEST_04523,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04524,11,11,11,11,11,11,93,11,11,11,공원
TEST_04525,5,5,5,5,5,5,5,5,5,5,계곡
TEST_04526,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04527,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_04528,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04529,84,84,84,84,84,84,84,84,84,84,유원지
TEST_04530,90,90,35,35,35,35,35,35,35,35,일반축제
TEST_04531,112,86,86,86,86,86,86,86,86,86,이색거리
TEST_04532,8,8,8,8,8,8,8,8,8,8,골프
TEST_04533,118,118,118,118,118,118,118,118,118,118,한식
TEST_04534,118,118,118,118,118,118,118,118,118,118,한식
TEST_04535,10,96,10,18,23,23,23,23,23,23,"공예,공방"
TEST_04536,118,118,118,118,118,118,118,118,118,118,한식
TEST_04537,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04538,82,82,82,17,17,17,17,17,17,17,해안절경
TEST_04539,25,25,25,25,25,25,25,25,25,25,도서관
TEST_04540,118,118,86,118,118,118,118,118,118,118,한식
TEST_04541,111,86,111,18,18,18,18,86,86,86,이색거리
TEST_04542,118,118,118,118,118,118,118,118,118,118,한식
TEST_04543,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_04544,20,20,18,20,20,86,20,20,86,20,농.산.어촌 체험
TEST_04545,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04546,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04547,112,86,112,112,112,112,112,112,112,112,트래킹
TEST_04548,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04549,118,118,118,118,118,118,118,118,118,118,한식
TEST_04550,118,118,118,118,118,118,118,118,118,118,한식
TEST_04551,80,63,63,63,63,63,63,63,63,63,수영
TEST_04552,114,114,114,114,114,114,114,114,114,114,패밀리레스토랑
TEST_04553,118,118,118,118,118,118,118,118,118,118,한식
TEST_04554,118,118,118,118,118,118,118,118,118,118,한식
TEST_04555,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04556,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04557,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04558,61,61,61,61,61,61,61,61,61,61,수목원
TEST_04559,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04560,118,118,118,118,118,118,118,118,118,118,한식
TEST_04561,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_04562,115,58,115,31,39,39,39,39,31,39,민박
TEST_04563,118,118,118,118,118,118,118,118,118,118,한식
TEST_04564,91,91,91,91,91,91,91,91,91,91,일식
TEST_04565,118,118,118,118,118,118,118,118,118,118,한식
TEST_04566,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04567,37,9,37,37,37,37,37,37,37,37,미술관/화랑
TEST_04568,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04569,118,118,118,118,118,118,118,118,118,118,한식
TEST_04570,119,126,126,119,119,119,119,119,119,119,한옥스테이
TEST_04571,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04572,118,118,118,118,118,118,118,118,118,118,한식
TEST_04573,118,118,118,118,118,118,118,118,118,118,한식
TEST_04574,118,118,118,118,118,118,118,118,118,118,한식
TEST_04575,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04576,10,10,10,10,10,10,10,10,10,10,"공예,공방"
TEST_04577,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04578,118,118,118,118,118,118,118,118,118,118,한식
TEST_04579,118,118,118,118,118,118,118,118,118,118,한식
TEST_04580,119,119,31,119,31,31,31,31,31,31,모텔
TEST_04581,5,74,74,74,74,74,5,74,74,74,약수터
TEST_04582,96,96,96,46,46,96,46,46,96,46,전문상가
TEST_04583,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_04584,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04585,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04586,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04587,118,118,118,118,118,118,118,118,118,118,한식
TEST_04588,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04589,118,118,118,118,118,118,118,118,118,118,한식
TEST_04590,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04591,118,118,118,118,118,118,118,118,118,118,한식
TEST_04592,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04593,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04594,54,54,54,54,54,96,54,54,54,54,상설시장
TEST_04595,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04596,90,90,97,90,90,90,90,90,90,90,일반축제
TEST_04597,31,60,60,83,83,83,83,83,83,83,유스호스텔
TEST_04598,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_04599,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04600,97,97,9,9,9,9,9,9,9,9,이색거리
TEST_04601,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04602,118,118,118,118,118,118,118,118,118,118,한식
TEST_04603,118,118,118,118,118,118,118,118,118,118,한식
TEST_04604,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_04605,100,100,100,100,100,100,100,100,100,100,중식
TEST_04606,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_04607,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04608,93,93,112,93,93,93,93,93,93,93,자연생태관광지
TEST_04609,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04610,53,53,53,53,53,53,53,53,53,53,산
TEST_04611,118,118,118,118,118,118,118,118,118,118,한식
TEST_04612,118,118,118,118,118,118,118,118,118,118,한식
TEST_04613,90,90,19,19,19,90,19,19,19,19,일반축제
TEST_04614,115,115,115,31,31,115,31,115,31,115,펜션
TEST_04615,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04616,91,91,91,91,91,91,91,91,91,91,일식
TEST_04617,44,37,44,37,37,37,37,37,37,37,박물관
TEST_04618,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04619,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04620,118,118,118,118,118,118,118,118,118,118,한식
TEST_04621,59,59,6,6,59,6,85,85,85,85,유적지/사적지
TEST_04622,118,118,118,118,118,118,118,118,118,118,한식
TEST_04623,118,118,118,118,118,118,118,118,118,118,한식
TEST_04624,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04625,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04626,119,119,31,119,31,119,119,119,119,119,한옥스테이
TEST_04627,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04628,119,119,119,119,31,119,31,119,31,119,모텔
TEST_04629,118,118,118,118,118,118,118,118,118,118,한식
TEST_04630,118,118,118,118,118,118,118,118,118,118,한식
TEST_04631,8,8,8,8,8,8,8,8,8,8,골프
TEST_04632,119,119,31,119,31,31,31,31,31,31,모텔
TEST_04633,118,118,118,118,118,118,118,118,118,118,한식
TEST_04634,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04635,69,35,35,35,35,35,35,35,35,35,문화전수시설
TEST_04636,53,53,53,53,53,53,53,53,53,53,산
TEST_04637,80,63,63,63,63,63,63,63,63,63,수영
TEST_04638,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_04639,126,40,40,126,126,126,126,126,126,126,홈스테이
TEST_04640,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04641,118,118,118,118,118,118,118,118,118,118,한식
TEST_04642,57,57,57,57,57,57,57,57,57,57,서양식
TEST_04643,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04644,93,93,93,93,93,127,93,127,127,127,희귀동.식물
TEST_04645,44,44,44,44,44,44,44,44,44,44,박물관
TEST_04646,20,20,20,40,40,40,86,40,86,40,5일장
TEST_04647,20,20,20,40,86,40,40,40,40,40,농.산.어촌 체험
TEST_04648,58,58,58,58,58,58,58,58,58,58,섬
TEST_04649,118,118,118,118,118,118,118,118,118,118,한식
TEST_04650,53,53,53,53,53,53,53,53,53,53,산
TEST_04651,119,126,126,119,119,119,119,119,119,119,한옥스테이
TEST_04652,94,94,123,94,94,94,94,94,94,94,자연휴양림
TEST_04653,11,11,11,11,53,53,11,11,11,11,공원
TEST_04654,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_04655,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_04656,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_04657,118,118,118,118,118,118,118,118,118,118,한식
TEST_04658,16,52,52,52,52,52,16,52,52,52,사찰
TEST_04659,80,104,104,104,104,104,104,104,104,104,카트
TEST_04660,118,118,118,118,118,118,118,118,118,118,한식
TEST_04661,118,118,118,118,118,118,118,118,118,118,한식
TEST_04662,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04663,118,118,118,118,118,118,118,118,118,118,한식
TEST_04664,0,0,0,0,0,0,0,0,0,0,5일장
TEST_04665,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04666,118,118,118,118,118,118,118,118,118,118,한식
TEST_04667,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04668,118,118,118,118,118,118,118,118,118,118,한식
TEST_04669,118,118,118,118,118,118,118,118,118,118,한식
TEST_04670,31,31,31,31,31,31,31,31,31,31,모텔
TEST_04671,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04672,115,115,115,115,115,115,115,115,115,115,펜션
TEST_04673,118,118,118,118,118,118,118,118,118,118,한식
TEST_04674,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04675,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_04676,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04677,90,90,90,19,19,19,19,90,19,90,일반축제
TEST_04678,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_04679,0,0,0,0,0,0,0,0,0,0,5일장
TEST_04680,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_04681,57,57,57,57,57,57,57,57,57,57,서양식
TEST_04682,8,8,8,8,8,8,8,8,8,8,골프
TEST_04683,118,118,118,118,118,118,118,118,118,118,한식
TEST_04684,91,91,91,91,118,91,118,91,91,118,일식
TEST_04685,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_04686,20,20,20,20,20,94,20,20,73,20,농.산.어촌 체험
TEST_04687,118,118,118,118,118,91,118,118,118,118,한식
TEST_04688,52,52,52,52,52,52,52,52,52,52,사찰
TEST_04689,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_04690,118,118,118,118,118,118,118,118,118,118,한식
TEST_04691,118,118,118,118,118,118,118,118,118,118,한식
TEST_04692,112,112,93,93,93,112,93,93,112,112,자연생태관광지
TEST_04693,42,53,53,53,53,53,53,53,53,53,산
TEST_04694,118,118,118,118,118,118,118,118,118,118,한식
TEST_04695,93,93,112,93,93,93,93,93,93,93,자연생태관광지
TEST_04696,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_04697,9,9,9,9,9,9,9,9,9,9,공연장
TEST_04698,100,100,100,100,100,100,100,100,100,100,중식
TEST_04699,82,86,84,84,11,86,84,86,86,86,이색거리
TEST_04700,118,118,118,118,118,118,118,118,118,118,한식
TEST_04701,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_04702,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_04703,118,118,118,118,118,118,118,118,118,118,한식
TEST_04704,118,118,118,118,118,118,118,118,118,118,한식
TEST_04705,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
