,nomal,focal
3698,펜션,펜션
3699,기념관,기념관
3700,바/까페,바/까페
3701,"야영장,오토캠핑장","야영장,오토캠핑장"
3702,섬,섬
3703,박물관,박물관
3704,한식,한식
3705,한식,한식
3706,골프,골프
3707,한식,한식
3708,농.산.어촌 체험,농.산.어촌 체험
3709,"야영장,오토캠핑장","야영장,오토캠핑장"
3710,유적지/사적지,유적지/사적지
3711,한식,한식
3712,농.산.어촌 체험,농.산.어촌 체험
3713,박물관,박물관
3714,관광단지,온천/욕장/스파
3715,트래킹,트래킹
3716,한식,한식
3717,미술관/화랑,미술관/화랑
3718,공원,공원
3719,한옥스테이,한옥스테이
3720,한식,한식
3721,공연장,문화원
3722,일반축제,일반축제
3723,박물관,박물관
3724,모텔,모텔
3725,유명건물,유명건물
3726,일식,일식
3727,사찰,사찰
3728,유원지,유원지
3729,고택,고택
3730,바/까페,바/까페
3731,종교성지,유적지/사적지
3732,일반축제,일반축제
3733,민물낚시,민물낚시
3734,문화원,문화원
3735,한식,한식
3736,한식,한식
3737,온천/욕장/스파,온천/욕장/스파
3738,성,성
3739,문,문
3740,"야영장,오토캠핑장","야영장,오토캠핑장"
3741,사찰,사찰
3742,한식,한식
3743,복합 레포츠,복합 레포츠
3744,유적지/사적지,유적지/사적지
3745,한식,한식
3746,"공예,공방","공예,공방"
3747,펜션,펜션
3748,한식,한식
3749,해수욕장,해수욕장
3750,일반축제,일반축제
3751,한식,한식
3752,"야영장,오토캠핑장","야영장,오토캠핑장"
3753,한식,한식
3754,일반축제,일반축제
3755,이색거리,이색거리
3756,유적지/사적지,유적지/사적지
3757,"야영장,오토캠핑장","야영장,오토캠핑장"
3758,한식,한식
3759,한식,한식
3760,유적지/사적지,박물관
3761,테마공원,테마공원
3762,"야영장,오토캠핑장","야영장,오토캠핑장"
3763,펜션,홈스테이
3764,성,성
3765,"야영장,오토캠핑장","야영장,오토캠핑장"
3766,콘도미니엄,콘도미니엄
3767,기타행사,기타행사
3768,바/까페,바/까페
3769,사찰,사찰
3770,유원지,유원지
3771,사찰,사찰
3772,기념탑/기념비/전망대,기념탑/기념비/전망대
3773,문화전수시설,문화전수시설
3774,펜션,펜션
3775,골프,골프
3776,박물관,박물관
3777,유명건물,유명건물
3778,한식,한식
3779,상설시장,상설시장
3780,고택,고택
3781,계곡,계곡
3782,이색거리,이색거리
3783,트래킹,트래킹
3784,한식,한식
3785,상설시장,상설시장
3786,관광단지,이색거리
3787,"야영장,오토캠핑장","야영장,오토캠핑장"
3788,일반축제,일반축제
3789,희귀동.식물,자연생태관광지
3790,유원지,유원지
3791,문화원,문화원
3792,헬스투어,헬스투어
3793,계곡,계곡
3794,펜션,펜션
3795,서양식,서양식
3796,한식,한식
3797,자연휴양림,공원
3798,강,자연생태관광지
3799,한식,한식
3800,성,성
3801,한식,한식
3802,"야영장,오토캠핑장","야영장,오토캠핑장"
3803,한식,한식
3804,"야영장,오토캠핑장","야영장,오토캠핑장"
3805,"야영장,오토캠핑장","야영장,오토캠핑장"
3806,항구/포구,항구/포구
3807,바/까페,바/까페
3808,바/까페,바/까페
3809,미술관/화랑,미술관/화랑
3810,자연생태관광지,강
3811,바/까페,바/까페
3812,일반축제,일반축제
3813,"야영장,오토캠핑장","야영장,오토캠핑장"
3814,바/까페,바/까페
3815,한식,한식
3816,"야영장,오토캠핑장","야영장,오토캠핑장"
3817,한옥스테이,모텔
3818,사찰,사찰
3819,유적지/사적지,유적지/사적지
3820,중식,중식
3821,한식,한식
3822,펜션,펜션
3823,항구/포구,항구/포구
3824,한식,한식
3825,미술관/화랑,미술관/화랑
3826,희귀동.식물,희귀동.식물
3827,한식,한식
3828,바/까페,바/까페
3829,이색거리,이색거리
3830,계곡,계곡
3831,래프팅,래프팅
3832,관광단지,관광단지
3833,"야영장,오토캠핑장","야영장,오토캠핑장"
3834,한식,한식
3835,한식,한식
3836,한옥스테이,한옥스테이
3837,항구/포구,항구/포구
3838,종교성지,종교성지
3839,한식,한식
3840,"야영장,오토캠핑장","야영장,오토캠핑장"
3841,전문상가,전문상가
3842,사찰,사찰
3843,"야영장,오토캠핑장","야영장,오토캠핑장"
3844,한옥스테이,한옥스테이
3845,한식,한식
3846,트래킹,트래킹
3847,문화원,문화원
3848,한식,한식
3849,한식,한식
3850,자연생태관광지,자연생태관광지
3851,한식,한식
3852,등대,등대
3853,"야영장,오토캠핑장","야영장,오토캠핑장"
3854,한식,한식
3855,일식,일식
3856,미술관/화랑,미술관/화랑
3857,한식,한식
3858,기념탑/기념비/전망대,기념탑/기념비/전망대
3859,해수욕장,해수욕장
3860,펜션,이색거리
3861,농.산.어촌 체험,농.산.어촌 체험
3862,펜션,펜션
3863,유적지/사적지,유적지/사적지
3864,공원,공원
3865,한식,한식
3866,컨벤션,기타행사
3867,바/까페,바/까페
3868,"야영장,오토캠핑장","야영장,오토캠핑장"
3869,트래킹,트래킹
3870,유명건물,유명건물
3871,펜션,펜션
3872,사찰,사찰
3873,전시관,전시관
3874,중식,중식
3875,전시관,전시관
3876,전시관,전시관
3877,한식,한식
3878,등대,등대
3879,"야영장,오토캠핑장","야영장,오토캠핑장"
3880,한식,한식
3881,"야영장,오토캠핑장","야영장,오토캠핑장"
3882,콘도미니엄,콘도미니엄
3883,섬,섬
3884,항구/포구,항구/포구
3885,5일장,5일장
3886,한식,한식
3887,섬,섬
3888,모텔,한옥스테이
3889,박물관,박물관
3890,"야영장,오토캠핑장","야영장,오토캠핑장"
3891,사찰,사찰
3892,유원지,유원지
3893,일식,일식
3894,한옥스테이,한옥스테이
3895,한옥스테이,한옥스테이
3896,전시관,전시관
3897,일반축제,일반축제
3898,"야영장,오토캠핑장","야영장,오토캠핑장"
3899,5일장,5일장
3900,한식,한식
3901,농.산.어촌 체험,농.산.어촌 체험
3902,이색거리,이색거리
3903,한식,한식
3904,5일장,5일장
3905,한식,한식
3906,사찰,사찰
3907,바/까페,바/까페
3908,윈드서핑/제트스키,윈드서핑/제트스키
3909,문화원,문화원
3910,수영,수영
3911,유적지/사적지,유적지/사적지
3912,"야영장,오토캠핑장","야영장,오토캠핑장"
3913,유적지/사적지,유적지/사적지
3914,콘도미니엄,관광단지
3915,섬,섬
3916,한식,한식
3917,유적지/사적지,유적지/사적지
3918,유명건물,유명건물
3919,기념탑/기념비/전망대,기념탑/기념비/전망대
3920,한식,한식
3921,상설시장,상설시장
3922,전문상가,전문상가
3923,전시관,전시관
3924,한식,한식
3925,사찰,사찰
3926,일반축제,일반축제
3927,스키(보드) 렌탈샵,스키(보드) 렌탈샵
3928,유원지,스케이트
3929,한옥스테이,한옥스테이
3930,펜션,펜션
3931,한옥스테이,한옥스테이
3932,산,산
3933,스키(보드) 렌탈샵,복합 레포츠
3934,농.산.어촌 체험,농.산.어촌 체험
3935,일식,일식
3936,생가,생가
3937,한식,한식
3938,민물낚시,민물낚시
3939,공연장,공연장
3940,자연생태관광지,공원
3941,박물관,박물관
3942,"야영장,오토캠핑장","야영장,오토캠핑장"
3943,한식,한식
3944,테마공원,테마공원
3945,이색거리,이색거리
3946,박물관,박물관
3947,"야영장,오토캠핑장","야영장,오토캠핑장"
3948,박물관,박물관
3949,한식,한식
3950,유람선/잠수함관광,유람선/잠수함관광
3951,일반축제,일반축제
3952,한옥스테이,한옥스테이
3953,한식,한식
3954,자연휴양림,자연휴양림
3955,한식,한식
3956,일반축제,일반축제
3957,한식,한식
3958,바/까페,바/까페
3959,문화원,문화원
3960,바/까페,바/까페
3961,골프,골프
3962,산,산
3963,유원지,유원지
3964,테마공원,테마공원
3965,한식,한식
3966,서양식,서양식
3967,"야영장,오토캠핑장","야영장,오토캠핑장"
3968,사찰,사찰
3969,관광단지,관광단지
3970,테마공원,테마공원
3971,"야영장,오토캠핑장","야영장,오토캠핑장"
3972,한식,한식
3973,항구/포구,항구/포구
3974,문화원,문화원
3975,고택,고택
3976,한식,한식
3977,유람선/잠수함관광,유람선/잠수함관광
3978,한옥스테이,한옥스테이
3979,유적지/사적지,유적지/사적지
3980,트래킹,트래킹
3981,산,산
3982,한식,한식
3983,"야영장,오토캠핑장","야영장,오토캠핑장"
3984,"공예,공방",특산물판매점
3985,바다낚시,바다낚시
3986,기타,기타
3987,공연장,전시관
3988,다리/대교,다리/대교
3989,한식,한식
3990,한식,한식
3991,한식,한식
3992,이색거리,이색거리
3993,트래킹,트래킹
3994,농.산.어촌 체험,농.산.어촌 체험
3995,바/까페,바/까페
3996,전시관,전시관
3997,공원,공원
3998,유원지,유원지
3999,자연휴양림,자연휴양림
4000,스키(보드) 렌탈샵,스키(보드) 렌탈샵
4001,다리/대교,다리/대교
4002,일반축제,일반축제
4003,한식,한식
4004,고택,고택
4005,유적지/사적지,유적지/사적지
4006,민속마을,민속마을
4007,한식,한식
4008,한식,한식
4009,일반축제,일반축제
4010,펜션,펜션
4011,박물관,박물관
4012,펜션,펜션
4013,농.산.어촌 체험,농.산.어촌 체험
4014,바/까페,바/까페
4015,한식,한식
4016,"야영장,오토캠핑장","야영장,오토캠핑장"
4017,5일장,5일장
4018,한식,한식
4019,전시관,전시관
4020,수련시설,전시관
4021,바/까페,바/까페
4022,모텔,모텔
4023,"야영장,오토캠핑장","야영장,오토캠핑장"
4024,산,산
4025,고택,고택
4026,바/까페,바/까페
4027,바/까페,바/까페
4028,전문상가,전문상가
4029,바/까페,바/까페
4030,"야영장,오토캠핑장","야영장,오토캠핑장"
4031,펜션,펜션
4032,유명건물,유명건물
4033,"야영장,오토캠핑장","야영장,오토캠핑장"
4034,"야영장,오토캠핑장","야영장,오토캠핑장"
4035,"야영장,오토캠핑장","야영장,오토캠핑장"
4036,농.산.어촌 체험,민속마을
4037,일반축제,일반축제
4038,강,강
4039,한식,한식
4040,유원지,유원지
4041,"야영장,오토캠핑장","야영장,오토캠핑장"
4042,한식,한식
4043,한옥스테이,한옥스테이
4044,전시관,전시관
4045,한식,한식
4046,공원,공원
4047,문화원,문화원
4048,썰매장,썰매장
4049,한식,한식
4050,모텔,한옥스테이
4051,펜션,펜션
4052,기념탑/기념비/전망대,기념탑/기념비/전망대
4053,한식,한식
4054,기념탑/기념비/전망대,기념탑/기념비/전망대
4055,골프,골프
4056,한식,한식
4057,한식,한식
4058,한식,한식
4059,섬,섬
4060,테마공원,테마공원
4061,"야영장,오토캠핑장","야영장,오토캠핑장"
4062,사찰,사찰
4063,사찰,사찰
4064,서양식,서양식
4065,한식,한식
4066,한식,한식
4067,전시관,전시관
4068,미술관/화랑,미술관/화랑
4069,펜션,펜션
4070,자연생태관광지,희귀동.식물
4071,한식,한식
4072,한식,한식
4073,한식,한식
4074,바/까페,바/까페
4075,펜션,펜션
4076,한식,한식
4077,한식,한식
4078,해수욕장,해수욕장
4079,일반축제,일반축제
4080,상설시장,상설시장
4081,트래킹,트래킹
4082,박람회,박람회
4083,강,민물낚시
4084,한식,한식
4085,수련시설,수련시설
4086,"야영장,오토캠핑장","야영장,오토캠핑장"
4087,펜션,펜션
4088,한식,한식
4089,이색거리,이색거리
4090,사찰,사찰
4091,이색거리,테마공원
4092,펜션,펜션
4093,일반축제,일반축제
4094,한식,한식
4095,"야영장,오토캠핑장","야영장,오토캠핑장"
4096,모텔,모텔
4097,공원,수영
4098,성,성
4099,기념관,기념관
4100,한옥스테이,한옥스테이
4101,기념탑/기념비/전망대,기념탑/기념비/전망대
4102,한식,한식
4103,트래킹,트래킹
4104,이색거리,민속마을
4105,한식,한식
4106,일식,일식
4107,대형서점,대형서점
4108,기암괴석,기암괴석
4109,한식,한식
4110,유원지,유원지
4111,이색거리,전시관
4112,"야영장,오토캠핑장","야영장,오토캠핑장"
4113,문,문
4114,한식,한식
4115,기념탑/기념비/전망대,유적지/사적지
4116,기념관,기념관
4117,펜션,펜션
4118,일식,일식
4119,종교성지,종교성지
4120,한옥스테이,한옥스테이
4121,관광단지,관광단지
4122,펜션,펜션
4123,대형서점,대형서점
4124,미술관/화랑,미술관/화랑
4125,자연휴양림,자연휴양림
4126,요트,요트
4127,한식,한식
4128,일반축제,일반축제
4129,"야영장,오토캠핑장","야영장,오토캠핑장"
4130,수련시설,수련시설
4131,한식,한식
4132,사찰,사찰
4133,한식,한식
4134,테마공원,테마공원
4135,펜션,펜션
4136,"야영장,오토캠핑장","야영장,오토캠핑장"
4137,일반축제,일반축제
4138,박물관,박물관
4139,한식,한식
4140,한식,한식
4141,사찰,사찰
4142,홈스테이,전시관
4143,한식,한식
4144,일식,일식
4145,사찰,사찰
4146,한식,한식
4147,사찰,사찰
4148,한식,한식
4149,공원,공원
4150,공원,공원
4151,바/까페,바/까페
4152,사찰,사찰
4153,한식,한식
4154,수목원,대형서점
4155,한식,한식
4156,일반축제,일반축제
4157,기암괴석,섬
4158,테마공원,테마공원
4159,박물관,박물관
4160,이색거리,이색거리
4161,"야영장,오토캠핑장","야영장,오토캠핑장"
4162,한식,한식
4163,미술관/화랑,전시관
4164,테마공원,테마공원
4165,유적지/사적지,유적지/사적지
4166,서양식,서양식
4167,한식,한식
4168,기념관,기념관
4169,"야영장,오토캠핑장","야영장,오토캠핑장"
4170,기념탑/기념비/전망대,기념탑/기념비/전망대
4171,공원,공원
4172,한식,한식
4173,박물관,박물관
4174,기념탑/기념비/전망대,기념탑/기념비/전망대
4175,기암괴석,기암괴석
4176,유적지/사적지,유적지/사적지
4177,항구/포구,트래킹
4178,박물관,박물관
4179,고택,고택
4180,한식,한식
4181,해수욕장,해수욕장
4182,호수,테마공원
4183,일반축제,기타행사
4184,중식,중식
4185,산,자연휴양림
4186,한식,한식
4187,자연휴양림,자연휴양림
4188,이색거리,이색거리
4189,박물관,박물관
4190,바/까페,바/까페
4191,한식,한식
4192,유적지/사적지,유적지/사적지
4193,5일장,5일장
4194,한식,한식
4195,바/까페,바/까페
4196,해수욕장,해수욕장
4197,성,성
4198,유원지,유원지
4199,한식,한식
4200,일반축제,일반축제
4201,유적지/사적지,유적지/사적지
4202,한식,한식
4203,한식,한식
4204,자동차경주,자동차경주
4205,상설시장,상설시장
4206,콘도미니엄,스키(보드) 렌탈샵
4207,계곡,계곡
4208,한식,한식
4209,이색거리,테마공원
4210,자연생태관광지,자연생태관광지
4211,한식,한식
4212,홈스테이,홈스테이
4213,테마공원,테마공원
4214,일반축제,일반축제
4215,모텔,모텔
4216,한식,한식
4217,골프,골프
4218,유적지/사적지,유적지/사적지
4219,한식,한식
4220,모텔,모텔
4221,유람선/잠수함관광,유람선/잠수함관광
4222,한식,한식
4223,한식,중식
4224,사찰,사찰
4225,"야영장,오토캠핑장","야영장,오토캠핑장"
4226,상설시장,상설시장
4227,유적지/사적지,유적지/사적지
4228,강,강
4229,유적지/사적지,유적지/사적지
4230,한식,한식
4231,항구/포구,항구/포구
4232,스키(보드) 렌탈샵,스키(보드) 렌탈샵
4233,한식,한식
4234,유원지,유원지
4235,문화원,문화원
4236,농.산.어촌 체험,농.산.어촌 체험
4237,희귀동.식물,희귀동.식물
4238,자연생태관광지,자연생태관광지
4239,이색거리,이색거리
4240,트래킹,트래킹
4241,일식,일식
4242,수련시설,수련시설
4243,계곡,계곡
4244,펜션,펜션
4245,5일장,5일장
4246,사찰,사찰
4247,한식,한식
4248,사찰,사찰
4249,한식,한식
4250,"야영장,오토캠핑장","야영장,오토캠핑장"
4251,상설시장,상설시장
4252,모텔,모텔
4253,"야영장,오토캠핑장","야영장,오토캠핑장"
4254,한식,한식
4255,일반축제,일반축제
4256,이색거리,기타행사
4257,테마공원,테마공원
4258,한식,한식
4259,박물관,박물관
4260,한식,한식
4261,민물낚시,민물낚시
4262,유원지,유원지
4263,모텔,모텔
4264,공원,공원
4265,미술관/화랑,미술관/화랑
4266,유적지/사적지,유적지/사적지
4267,한옥스테이,한옥스테이
4268,한식,한식
4269,한식,한식
4270,유적지/사적지,유적지/사적지
4271,해안절경,해안절경
4272,도서관,도서관
4273,"야영장,오토캠핑장","야영장,오토캠핑장"
4274,콘도미니엄,관광단지
4275,농.산.어촌 체험,농.산.어촌 체험
4276,한옥스테이,한옥스테이
4277,한식,한식
4278,온천/욕장/스파,온천/욕장/스파
4279,한식,한식
4280,펜션,펜션
4281,트래킹,트래킹
4282,산,산
4283,성,성
4284,사찰,사찰
4285,한식,한식
4286,패밀리레스토랑,패밀리레스토랑
4287,상설시장,상설시장
4288,산,산
4289,바/까페,바/까페
4290,이색거리,이색거리
4291,기암괴석,유적지/사적지
4292,한식,한식
4293,모텔,모텔
4294,5일장,5일장
4295,유적지/사적지,유적지/사적지
4296,유적지/사적지,유적지/사적지
4297,"야영장,오토캠핑장","야영장,오토캠핑장"
4298,한식,한식
4299,공연장,공연장
4300,민물낚시,민물낚시
4301,미술관/화랑,미술관/화랑
4302,상설시장,상설시장
4303,한식,한식
4304,박물관,박물관
4305,해수욕장,해수욕장
4306,문화전수시설,문화전수시설
4307,기념관,생가
4308,홈스테이,한옥스테이
4309,박물관,박물관
4310,바/까페,바/까페
4311,한식,한식
4312,일반축제,일반축제
4313,문화원,문화원
4314,미술관/화랑,미술관/화랑
4315,자동차경주,자동차경주
4316,펜션,펜션
4317,"야영장,오토캠핑장","야영장,오토캠핑장"
4318,바/까페,바/까페
4319,한식,한식
4320,관광단지,관광단지
4321,전시관,전시관
4322,항구/포구,항구/포구
4323,유적지/사적지,유적지/사적지
4324,이색거리,이색거리
4325,펜션,펜션
4326,한식,한식
4327,한식,한식
4328,한식,한식
4329,한식,한식
4330,유원지,유원지
4331,한옥스테이,한옥스테이
4332,유적지/사적지,사찰
4333,미술관/화랑,미술관/화랑
4334,사찰,사찰
4335,전문상가,전문상가
4336,사찰,사찰
4337,한식,한식
4338,컨벤션센터,컨벤션센터
4339,문화원,문화원
4340,"야영장,오토캠핑장","야영장,오토캠핑장"
4341,자연생태관광지,사찰
4342,유원지,유원지
4343,한식,한식
4344,스키(보드) 렌탈샵,스키(보드) 렌탈샵
4345,공원,공원
4346,공원,공원
4347,자연휴양림,자연휴양림
4348,"야영장,오토캠핑장","야영장,오토캠핑장"
4349,"야영장,오토캠핑장","야영장,오토캠핑장"
4350,바/까페,바/까페
4351,이색거리,이색거리
4352,한식,한식
4353,한식,한식
4354,기념탑/기념비/전망대,기념탑/기념비/전망대
4355,래프팅,래프팅
4356,"야영장,오토캠핑장","야영장,오토캠핑장"
4357,한옥스테이,한옥스테이
4358,"야영장,오토캠핑장","야영장,오토캠핑장"
4359,한식,한식
4360,바/까페,바/까페
4361,산,산
4362,유적지/사적지,유적지/사적지
4363,자연생태관광지,공원
4364,바/까페,바/까페
4365,"야영장,오토캠핑장","야영장,오토캠핑장"
4366,기타,기타
4367,섬,섬
4368,트래킹,트래킹
4369,한식,한식
4370,고궁,고궁
4371,일식,일식
4372,산,산
4373,강,강
4374,도서관,도서관
4375,한식,한식
4376,한식,한식
4377,한식,한식
4378,계곡,계곡
4379,펜션,펜션
4380,한식,한식
4381,골프,골프
4382,한식,한식
4383,전문상가,전문상가
4384,기념탑/기념비/전망대,기념탑/기념비/전망대
4385,"야영장,오토캠핑장","야영장,오토캠핑장"
4386,한식,한식
4387,수련시설,수련시설
4388,한식,한식
4389,한식,한식
4390,"야영장,오토캠핑장","야영장,오토캠핑장"
4391,한식,패밀리레스토랑
4392,자연휴양림,자연휴양림
4393,한식,한식
4394,한식,한식
4395,한식,한식
4396,펜션,펜션
4397,공원,공원
4398,미술관/화랑,미술관/화랑
4399,산,산
4400,바/까페,바/까페
4401,골프,골프
4402,유명건물,유명건물
4403,한식,한식
4404,일반축제,일반축제
4405,사찰,사찰
4406,패밀리레스토랑,서양식
4407,"야영장,오토캠핑장","야영장,오토캠핑장"
4408,강,자연생태관광지
4409,테마공원,관광단지
4410,고택,고택
4411,일반축제,일반축제
4412,박물관,박물관
4413,박물관,박물관
4414,한식,한식
4415,상설시장,5일장
4416,한식,한식
4417,고택,유적지/사적지
4418,자연생태관광지,자연생태관광지
4419,계곡,계곡
4420,전시관,전시관
4421,한식,한식
4422,산,산
4423,한식,한식
4424,한식,한식
4425,바/까페,바/까페
4426,일식,일식
4427,바/까페,바/까페
4428,산,산
4429,펜션,펜션
4430,한식,한식
4431,"야영장,오토캠핑장","야영장,오토캠핑장"
4432,기념탑/기념비/전망대,기념탑/기념비/전망대
4433,항구/포구,항구/포구
4434,모텔,모텔
4435,유원지,유원지
4436,기념관,기념관
4437,테마공원,테마공원
4438,트래킹,트래킹
4439,한식,한식
4440,모텔,펜션
4441,계곡,계곡
4442,희귀동.식물,산
4443,일반축제,일반축제
4444,문화원,문화원
4445,자연생태관광지,일반축제
4446,농.산.어촌 체험,농.산.어촌 체험
4447,한옥스테이,한옥스테이
4448,농.산.어촌 체험,농.산.어촌 체험
4449,일반축제,일반축제
4450,해안절경,해안절경
4451,상설시장,상설시장
4452,"야영장,오토캠핑장","야영장,오토캠핑장"
4453,박람회,기타행사
4454,한식,한식
4455,트래킹,트래킹
4456,박물관,박물관
4457,이색거리,이색거리
4458,종교성지,종교성지
4459,기념관,유적지/사적지
4460,"야영장,오토캠핑장","야영장,오토캠핑장"
4461,동굴,동굴
4462,한식,한식
4463,한식,한식
4464,이색거리,이색거리
4465,한식,한식
4466,"야영장,오토캠핑장","야영장,오토캠핑장"
4467,수련시설,수련시설
4468,일반축제,일반축제
4469,펜션,펜션
4470,"야영장,오토캠핑장","야영장,오토캠핑장"
4471,한식,한식
4472,"야영장,오토캠핑장","야영장,오토캠핑장"
4473,한식,한식
4474,"야영장,오토캠핑장","야영장,오토캠핑장"
4475,기타행사,기타행사
4476,한식,한식
4477,산,산
4478,자연휴양림,자연휴양림
4479,한식,한식
4480,상설시장,상설시장
4481,서양식,서양식
4482,"야영장,오토캠핑장","야영장,오토캠핑장"
4483,문화원,문화원
4484,한식,한식
4485,사찰,사찰
4486,공원,공원
4487,해안절경,해안절경
4488,"야영장,오토캠핑장","야영장,오토캠핑장"
4489,유원지,공원
4490,바/까페,바/까페
4491,"야영장,오토캠핑장","야영장,오토캠핑장"
4492,고택,고택
4493,유원지,유원지
4494,한식,한식
4495,5일장,5일장
4496,유적지/사적지,유적지/사적지
4497,한식,한식
4498,5일장,5일장
4499,"야영장,오토캠핑장","야영장,오토캠핑장"
4500,모텔,한옥스테이
4501,산,산
4502,중식,중식
4503,트래킹,트래킹
4504,펜션,바/까페
4505,한식,한식
4506,박람회,박람회
4507,농.산.어촌 체험,이색거리
4508,한식,한식
4509,유적지/사적지,유적지/사적지
4510,바/까페,바/까페
4511,사찰,사찰
4512,바/까페,바/까페
4513,고택,고택
4514,한식,한식
4515,테마공원,"야영장,오토캠핑장"
4516,한식,한식
4517,유적지/사적지,유적지/사적지
4518,바/까페,바/까페
4519,한식,한식
4520,한식,한식
4521,"야영장,오토캠핑장","야영장,오토캠핑장"
4522,계곡,계곡
4523,펜션,펜션
4524,공원,공원
4525,계곡,계곡
4526,"야영장,오토캠핑장","야영장,오토캠핑장"
4527,트래킹,트래킹
4528,박물관,박물관
4529,유원지,유원지
4530,기타행사,일반축제
4531,트래킹,트래킹
4532,골프,골프
4533,한식,한식
4534,한식,한식
4535,"공예,공방","공예,공방"
4536,한식,한식
4537,"야영장,오토캠핑장","야영장,오토캠핑장"
4538,유명건물,유명건물
4539,도서관,도서관
4540,이색거리,이색거리
4541,기타,이색거리
4542,한식,한식
4543,해수욕장,해수욕장
4544,기타,기타
4545,"야영장,오토캠핑장","야영장,오토캠핑장"
4546,"야영장,오토캠핑장","야영장,오토캠핑장"
4547,트래킹,트래킹
4548,바/까페,바/까페
4549,한식,한식
4550,한식,한식
4551,관광단지,관광단지
4552,패밀리레스토랑,패밀리레스토랑
4553,한식,한식
4554,한식,한식
4555,사찰,사찰
4556,일반축제,일반축제
4557,"야영장,오토캠핑장","야영장,오토캠핑장"
4558,수목원,수목원
4559,일반축제,일반축제
4560,한식,한식
4561,농.산.어촌 체험,농.산.어촌 체험
4562,민박,펜션
4563,한식,한식
4564,일식,일식
4565,한식,한식
4566,박물관,박물관
4567,공연장,미술관/화랑
4568,종교성지,종교성지
4569,한식,한식
4570,한옥스테이,한옥스테이
4571,유적지/사적지,유적지/사적지
4572,한식,한식
4573,한식,한식
4574,한식,한식
4575,박물관,박물관
4576,"공예,공방","공예,공방"
4577,일반축제,일반축제
4578,한식,한식
4579,한식,한식
4580,한옥스테이,한옥스테이
4581,약수터,약수터
4582,전문상가,특산물판매점
4583,민박,해수욕장
4584,유적지/사적지,유적지/사적지
4585,바/까페,바/까페
4586,일반축제,일반축제
4587,한식,한식
4588,"야영장,오토캠핑장","야영장,오토캠핑장"
4589,한식,한식
4590,"야영장,오토캠핑장","야영장,오토캠핑장"
4591,한식,한식
4592,"야영장,오토캠핑장","야영장,오토캠핑장"
4593,바/까페,바/까페
4594,상설시장,상설시장
4595,유적지/사적지,유적지/사적지
4596,일반축제,일반축제
4597,유스호스텔,유스호스텔
4598,기념탑/기념비/전망대,기념탑/기념비/전망대
4599,"야영장,오토캠핑장","야영장,오토캠핑장"
4600,전시관,공연장
4601,"야영장,오토캠핑장","야영장,오토캠핑장"
4602,한식,한식
4603,한식,한식
4604,해수욕장,해수욕장
4605,중식,중식
4606,한옥스테이,한옥스테이
4607,바/까페,바/까페
4608,자연생태관광지,자연생태관광지
4609,"야영장,오토캠핑장","야영장,오토캠핑장"
4610,산,산
4611,한식,한식
4612,한식,한식
4613,일반축제,일반축제
4614,펜션,펜션
4615,사찰,사찰
4616,일식,일식
4617,미술관/화랑,미술관/화랑
4618,사찰,사찰
4619,바/까페,바/까페
4620,한식,한식
4621,유적지/사적지,유적지/사적지
4622,한식,한식
4623,한식,한식
4624,박물관,박물관
4625,유적지/사적지,유적지/사적지
4626,한옥스테이,한옥스테이
4627,사찰,사찰
4628,모텔,모텔
4629,한식,한식
4630,한식,한식
4631,골프,골프
4632,한옥스테이,한옥스테이
4633,한식,한식
4634,유적지/사적지,유적지/사적지
4635,문화전수시설,문화전수시설
4636,산,산
4637,수영,수영
4638,유적지/사적지,유적지/사적지
4639,홈스테이,한옥스테이
4640,"야영장,오토캠핑장","야영장,오토캠핑장"
4641,한식,한식
4642,서양식,서양식
4643,"야영장,오토캠핑장","야영장,오토캠핑장"
4644,희귀동.식물,희귀동.식물
4645,박물관,박물관
4646,이색거리,이색거리
4647,농.산.어촌 체험,농.산.어촌 체험
4648,섬,섬
4649,한식,한식
4650,산,산
4651,한옥스테이,한옥스테이
4652,산,자연휴양림
4653,공원,공원
4654,일반축제,일반축제
4655,상설시장,상설시장
4656,바/까페,바/까페
4657,한식,한식
4658,사찰,사찰
4659,복합 레포츠,래프팅
4660,한식,한식
4661,한식,한식
4662,"야영장,오토캠핑장","야영장,오토캠핑장"
4663,한식,한식
4664,5일장,5일장
4665,"야영장,오토캠핑장","야영장,오토캠핑장"
4666,한식,한식
4667,"야영장,오토캠핑장","야영장,오토캠핑장"
4668,한식,한식
4669,한식,한식
4670,모텔,모텔
4671,"야영장,오토캠핑장","야영장,오토캠핑장"
4672,펜션,펜션
4673,한식,한식
4674,"야영장,오토캠핑장","야영장,오토캠핑장"
4675,한옥스테이,한옥스테이
4676,사찰,사찰
4677,기타행사,일반축제
4678,해수욕장,해수욕장
4679,5일장,5일장
4680,이색거리,이색거리
4681,서양식,서양식
4682,골프,골프
4683,한식,한식
4684,일식,일식
4685,트래킹,트래킹
4686,농.산.어촌 체험,자연휴양림
4687,한식,한식
4688,사찰,사찰
4689,해수욕장,해수욕장
4690,한식,한식
4691,한식,한식
4692,자연생태관광지,자연생태관광지
4693,기암괴석,기암괴석
4694,한식,한식
4695,자연생태관광지,자연생태관광지
4696,기념탑/기념비/전망대,기념탑/기념비/전망대
4697,공연장,공연장
4698,중식,중식
4699,이색거리,이색거리
4700,한식,한식
