id,img_path,overview,cat1,cat2,cat3
TRAIN_00497,./image/train/TRAIN_00497.jpg,"전복의 고장으로 유명한 노화도의 최북단에 위치한 산양진항은 횡간도, 흑일도, 땅끝마을을 오가는 페리호가 운항하는 곳이다. 2005년 1월 준공한 산양진항은 물량장, 접안장, 주차장, 대합실, 등대형 홍보탑 등을 갖추고 있다. 2008년 1월 노화도와 보길도 간의 보길대교가 개통됨에 따라 고산 윤선도 유적지가 있는 보길도 관광의 주요 항로가 되었다. 주요 배편인 땅끝(해남) ~ 산양진(완도 노화) 항로는 ㈜해광운수와 노화농협 소속 여객선 7척이 매일 편도 62회, 연간 약 2만 회를 운항하여 50만 명의 이용객과 23만 대의 차량을 수송하는 항구다.",자연,자연관광지,항구/포구
TRAIN_00498,./image/train/TRAIN_00498.jpg,"쉬는팡가든은 제주도 서귀포에 있는 흑돼지 전문점이다. 신선한 재료와 저렴한 가격으로 흑돼지 오겹살을 맛볼 수 있으며, 깔끔한 인테리어와 넓은 주차장으로 보다 편안하게 식사를 즐길 수 있는 곳이다.",음식,음식점,한식
TRAIN_00499,./image/train/TRAIN_00499.jpg,"안흥성(안흥진성)은 근흥면 정죽리 안흥항의 뒷산에 위치해 있는데, 조선조 제17대 효종 6년(1655)에 축성된 것이다. 축성 연유를 살펴보면 경기사인 김석견이 왕에게 상소하여  안흥진성의 축조를 청원하니 왕이 지경연사인 이후원을 불러 안흥진성 축조의 필요성을 하문하였다. 이에 왕이 충청감사에 명해 안흥진성을 축조케하니 인근 19개 읍민이 동원되어 10여년만에 축성되었다. 안흥성은 이후 240년간 내려오다 조선조의 고종 31년(1894년) 동학혁명때 성내의 건물이 모두 소실되고 이에 따라 성곽은 자연히 폐성되고 말았다. 
 지금도 성곽과 동.서.남.북의 성문이 비교적 원형대로 남아 있으며 동문은 수성루, 서문은 수홍루, 남문은 복파루, 북문은 삼성루라 불렸다. 안흥성은 둘레 1,568m, 높이 3.5m에 이르는 석성(石城)으로 2020년 11월 2일 사적으로 지정되었다.",인문(문화/예술/역사),역사관광지,성
TRAIN_00500,./image/train/TRAIN_00500.jpg,"계곡면의 진산이요, 북풍을 막아주는 해남의 수문장이며 신선의 선풍을 지닌 명산 흑석산자락에 위치한 흑석산자연휴양림은 매년 5월이면 아름다운 철쭉들이 흑석과 흐드러지게 피어나는 철쭉의 신비를 널리 알리기 위한 철쭉 대제전이 열린다. 또한, 이곳의 소사나무 군락은 우리나라 최고를 자랑한다. 근처 계곡에는 두 개의 호수가 있어서 더욱 운치를 더해주며. 2009년에 기존산막을 황토방으로 리모델링하였으며, 사방댐을 이용한 물놀이장은 여느 리조트 야외 수영장 못지않은 시설로 보완하였다. 그밖에 다목적광장 입구의 동물막사에는 조류학습장을 신설하였으며, 한때 야생원숭이가 되어 사람들을 위협하며 TV에도 여러 차례 출연한 일본원숭이(해남이)가 가정을 꾸려 예쁜 원숭이 가족도 볼 수 있다.<br>",자연,자연관광지,자연휴양림
TRAIN_00501,./image/train/TRAIN_00501.jpg,"토함산도예(토함갤러리)는 경상북도 경주시 하동 소재한 도자기 생산, 판매 전문점이다. 각종 생활도자기 주문제작전문으로 하고 있으며 체험 또한 가능하다.",쇼핑,쇼핑,"공예,공방"
TRAIN_00502,./image/train/TRAIN_00502.jpg,월산대군 이정은 성종의 형이다. 그러나 정희황후와 한명회의 뒷배로 동생이 왕위에 올랐기 때문에 조용히 은둔해 살았던 그는 일찍부터 학문을 좋아하고 평생 술과 산수를 즐기며 살았다고 한다. 월산대군사당은 그의 신위를 모셔진 사당이다. 처음 창건된 연대는 정확히 알 수 없으나 숙종 19년(1693) 이전에 건립된 것으로 보이며 현재의 건물은 정조 10년(1786)에 중수한 것이다. 네모난 담장 중앙에 삼문을 세우고 그 안에 사당을 모셨는데 담장은 개인 사당에서는 보기 드물게 장대석을 하단으로 축조하였고 석조 배수구까지 갖춘 특이한 구조이다.<br>,인문(문화/예술/역사),역사관광지,유적지/사적지
TRAIN_00503,./image/train/TRAIN_00503.jpg,"쉬리마을은 철원군 김화읍에 위치한 물놀이하기 좋은 가족 여행지로, 2007년 ‘살기 좋은 지역 만들기’ 사업 공모에 당선되며 조성했다. '쉬리'라는 마을 이름에는  화강의 맑은 자연, 평화와 통일을 바라는 주민의 마음이 담겼다.화강 옆 철원화강쉬리캠핑장(이하 쉬리캠핑장)과 수영장 3개, 워터슬라이드와 물썰매장, 산책로 등이 있어 여름피서지로 유명한 관광지다.<br>",인문(문화/예술/역사),체험관광지,농.산.어촌 체험
TRAIN_00504,./image/train/TRAIN_00504.jpg,"* 진정으로 구민을 위한 문화원, 금정문화원 *<br /><br />2000년 5월 3일 개원한 금정문화원은 향토사 조사 및 연구를 지속적으로 추진하고 있으며 각종문화 행사 활성화로 지역주민의 문화 향수 기회를 확대하여 주민스스로 찾아오시는 문화원이 되도록 최선의 노력을 다하고 있다.<br /><br />금정문화원에서는 3·1절 행사, 문화교실 운영, 충무공 이순신장군 추모 전국 시조가사가곡경창대회 등 다양한 문화행사를 통해 주민의 문화생활에 활기를 주고 있다. 문화학교 강좌로는 현대문학강좌와 같은 문학 강좌를 시작으로 실버 시대에 걸맞는 실버문화학교, 어르신문화학교 등도 운영하고 있으며, 다문화가정을 위한 다문화가정 이주여성 문화이해 교실, 다문화가정 이주여성 한글학교 등도 운영하고 있다.<br /><br />* 금정구의 전설 *<br /><br />금정구는 부산의 관문이자 교통의 요충지며 교육과 문화의 중심지일 뿐 아니라 BC 15000년을 전.후한 후기 구석기 시대부터 금정(金井)지역에서 인간이 거주하였다고 볼 수 있으며 천혜의 자연경관인 금정산(金井山801.5m) 고당귀운. 고당봉 아래에 있는 금샘(둘레 7m, 남북으로 1m50cm , 동서로 1m30cm 샘의 둘레가 3m 깊이 20cm)은 늘 물이 차있어 가뭄에도 마르지 않고 황금빛이 나는 한 마리의 금빛 물고기가 오색 구름을 타고 범천(梵天)에서 내려와 놀았다고 하여 금빛 우물금정(金井)이라는 전설이 있다.",인문(문화/예술/역사),문화시설,문화원
TRAIN_00505,./image/train/TRAIN_00505.jpg,"팔당호(八堂湖)는 경기도 광주시 퇴촌면과 남종면에 걸쳐있는 인공호수로 1973년 팔당댐 완공 이후, 약 2억 5천만톤의 물을 저수하고 있다. 팔당호에는 서울ㆍ경기지역에 수도물을 공급하는 취수장이 있으며, 호반 주변일대에서 바라보는 호수의 경관이 빼어나 팔당댐을 중심으로 광주의 관광명소가 되고 있다. 특히, 팔당호를 따라 나있는 도로는 드라이브코스로 좋다. 도로를 따라 들어가다보면 팔당전망대가 있는데 이곳에서는 팔당호의 멋진 풍경을 한눈에 바라볼 수 있다.<br>",자연,자연관광지,호수
TRAIN_00506,./image/train/TRAIN_00506.jpg,"* 평생교육의 장, 부산광역시립사하도서관 *
1984년 9월 25일 개관한 사하도서관은 이용자의 다양한 요구에 부응할 수 있도록 최적의 상태로 관련 자료를 갖추고 있는 도서관이다. 이용자 중심의 정보서비스 제공은 물론 문화활동을 개발하여 미래를 함께 열어나가는 생활 속의 문화 공간으로서 그 역할을 다하고자 한다. 사하도서관은 본관과 별관의 건물을 가지고 있는데 본관 1층에는 종합자료실, 제2교양강좌실이 구비되어 있으며, 본관 2층에는 열람실, 제1교양강좌실이 있다. 별관도 2층으로 구성되어 있는데 1층은 어린이실, 2층은 디지털자료실이다.

* 사하도서관에서는 어떤 업무를 보고 있나? *
사하도서관에서는 도서열람 및 대출과 같은 도서관의 기본적인 업무 외에 문화강좌, 독서회를 개최함으로써 지역민의 문화생활 창달에 일조하고 있다. 또한, 학교도서관 지원, 평생학습마을 운영 등 평생교육의 장으로 자리매김하고 있다.",인문(문화/예술/역사),문화시설,도서관
TRAIN_00507,./image/train/TRAIN_00507.jpg,특제소스로 양념한 제주도 흑돼지를 먹을 수 있는 곳이다. 대표메뉴는 흑돼지오겹살이다. 제주특별자치도 제주시에 있는 한식전문점이다.,음식,음식점,한식
TRAIN_00508,./image/train/TRAIN_00508.jpg,"진부면에 위치한 오대산 산채 일번가는 신선한 산나물만 사용하고 자연산 나물 위주로 사용하는 식당이다. 산나물과 들기름, 감자전 등이 어우러진 산채 정식을 판매하는 식당이다.",음식,음식점,한식
TRAIN_00509,./image/train/TRAIN_00509.jpg,"탑은 석가모니(釋迦牟尼)의 사리(舍利)를 봉안할 목적으로 만든 건축물을 일컫지만, 넓게는 승려(僧侶)의 사리를 봉안한 것도 포함된다. 이 탑은 금산읍 아인리 금산산업고등학교와 금산동 중학교 사이에 있는 높이 200cm의 3층 석탑이다. 받침돌에 비해서 지붕돌과 몸돌의 규모가 작은 편이고 2층 몸돌이 없는 상태에서 1층 지붕돌 위에 2층 지붕돌이 얹혀 있는 상태이다. 주변에서 ‘금귀대덕(金貴大德)’이라는 글자가 새겨진 기와가 발견되었다.‘대덕’은 신라시대에 스님을 높여 부르던 말이며 고려시대에는 승과제도(僧科制度)에 따른 서열(序列)을 나타낸 것을 생각된다. 이러한 점으로 미루어 고려시대에 세워진 것으로 보이며 이 탑을 중심으로 고려시대의 사찰이 있었던 것으로 판단된다.<br>",인문(문화/예술/역사),건축/조형물,기념탑/기념비/전망대
TRAIN_00510,./image/train/TRAIN_00510.jpg,울산 배내에 위치한 배내걸리버 펜션은 주변의 빼어난 경관과 어우러진 곳이다. 영남알프스의 사계를 마음 것 즐길 수 있는 아늑한 휴식공간으로서 맑은 공기와 별빛이 쏟아지는 밤하늘과 가족과 연인과 함께 아름다운 추억을 간직할 수 있는 좋은 공간이 될 것이다.,숙박,숙박시설,펜션
TRAIN_00511,./image/train/TRAIN_00511.jpg,"팔봉 갯벌체험 캠핑장은 충남 서산시 팔봉면에 위치한다. 캠핑장 바로 앞에 펼쳐진 바닷가에서 물놀이를 하기에 좋다. 팔봉갯벌체험장이 따로 마련되어 있어 여유로운 갯벌 체험이 가능하다. 부대시설로는 전기시설, 상하수도 시설, 샤워실이 마련되어 있다. 예약은 필수이다.",레포츠,육상 레포츠,"야영장,오토캠핑장"
TRAIN_00512,./image/train/TRAIN_00512.jpg,"남해군 본섬인 남해도 최남단의 미조항 앞 바다이다. 아름다운 해안선과 조도, 호도 등 2개의 유인도와 16개의 무인도가 떠 있다. 삼동면 물건리에서부터 미조항까지의 해안도로(일명 물미도로)는 구불구불한 도로가 계속 이어지는데 철 따라 색다른 느낌을 주는 바다와 섬, 기암괴석 등 남해바다의  절경을 감상하기에 더없이 좋을 뿐만 아니라 낚시터로도 유명하다.  19번 국도의 종점에 있는 미조항은 남해의 어업전진기지로, 우뚝 솟은 금산과 푸른 바다의 어울러짐이 한폭의 그림처럼 아름다운 어항이다.        

미조항에서 뒤쪽으로 난 도로로 들어서면  팔랑마을 - 설리마을 - 송정해수욕장으로 이어지는 해안드라이브코스가 나타나는데, 이 길도 꼭 한번 가볼 만하다.
 송정해수욕장은 마치 호수같은 느낌이 드는 아름다운 해수욕장으로  참다래나무밑에 주차시키는 ""생태주차공원""으로도 유명하다. 또한 이곳에서는 바닷가에 펼쳐진 마늘밭이 독특한 풍경을 연출한다.  남해군은 국내 생산의 6%를 차지할 만큼 마늘 농사를 많이 짓는 곳인데, 봄철에는 파릇파릇 돋아난 마늘잎이 푸른 바다와 어우러져 독특한 볼거리를 만들어낸다.<br>",자연,자연관광지,항구/포구
TRAIN_00513,./image/train/TRAIN_00513.jpg,경기도 여주시에 소재하고 있는 수상레저시설이다. 여주시에서 운영하고 있어 더욱 깔끔하고 확실하게 관리되고 있다. 무더운 날씨에 누구나 한 번 쯤 수상레포츠를 찾는 가운데에 여주 남한강에서 즐길 수 있는 이곳은 여주시의 자랑이다. 여주시 수상센터에서는 카누와 카약 등 수상활동이 가능하다. 보는것만으로도 시원하고 일상의 스트레스를 날려버릴 수상활동을 찾는다면  여주시 수상센터는 꼭 한 번 쯤 찾아가봐야할 장소이다.,레포츠,수상 레포츠,카약/카누
TRAIN_00514,./image/train/TRAIN_00514.jpg,"왕지벚꽃길은 남해대교를 지나 충무공 이순신의 사당인 충렬사가 있는 노량삼거리에서 문의리까지 설천로를 따라 이어진 약 5km 구간의 벚꽃길을 가리킨다. 이 벚꽃길에는 무려 1,170여 그루의 왕벚나무가 해안선을 따라 벚꽃터널을 이룬다. 벚꽃이 떨어질 무렵에는 유채꽃이 만발해 따스한 봄의 정취를 마음껏 즐길 수 있다. 노란 유채꽃과 핑크빛 벚꽃이 어우러진 풍경 너머 푸른 바다와 주황색 남해대교가 상큼한 색의 조화를 이룬다. 산자락을 오르며 흐드러진 벚꽃터널을 즐기고 싶다면 오른쪽 도로를, 남해대교와 벚꽃을 함께 즐기고 싶다면 해안도로를 따라 드라이브 코스를 선택하면 된다. 왕지벚꽃길 끝자락은 남해의 인기 여행지인 상상 양떼목장 편백숲으로 이어진다.",자연,자연관광지,자연생태관광지
TRAIN_00515,./image/train/TRAIN_00515.jpg,"하회마을 매표소 근처에 위치한 식당이며 찜닭과 간고등어구이, 안동식혜 등 안동 특산물 음식을 한 번에 먹을 수 있다.",음식,음식점,한식
TRAIN_00516,./image/train/TRAIN_00516.jpg,"* 덕룡산 기슭의 아름다운 사찰, 미륵사 *<br /><br />미륵사는 전라남도 나주시 봉황면 철천리 산 124번지 덕룡산(德龍山) 기슭에 자리한 사찰로서, 대한불교조계종 제18교구 본사인 백양사(白羊寺)의 말사이다. 544년(백제 성왕 22) 연기조사(緣起祖師)가 창건하여 창룡사(蒼龍寺)라 칭했다고 전해지지만 문헌상의 기록이 없어 확인할 수 없으며, 창건 이후의 연혁에 대해서도 알려진 바 없다. 한국전쟁 후 거의 폐사 되어 인법당의 형태로 유지되다가 이후 미륵당이라 불리면서 무속인이 거주하였다. 1990년대 후반 원일스님이 부임한 후 불사를 벌여 대웅전·삼성각·관음전·설법전·요사 등을 조성하여 현재의 모습을 갖추었다. 대웅전에는 내부 불단에 삼존불(아미타여래좌상·관음보살좌상·지장보살좌상)이 모셔져 있고, 불화로는 후불탱·지장탱·신중탱이 조성되어 있다. 대웅전 뒤쪽에는 보물로 지정된 ‘나주 철천리 칠불석상’과 보물로 지정된 ‘나주 철천리 석불 입상’이 있다.<br /><br />* 호남의 생활을 지켜주던 미륵사 *<br /><br />용의 가피를 입은 덕룡산 아래 자리하며 천년을 되새긴 미륵불상은, 빛고을인 광주를 한없이 바라보며 옛 나주인들의 끝없는 기원을 읊조리고 있는 듯하다. 영산강을 끼고 있는 나주는 옛부터 서남해안의 해산물과 호남의 곡물이 유통되는 곳으로 해안과 내륙을 잇는 중요한 지점이었고, 미륵사가 자리한 철천리(鐵川里)는 이름 그대로 쇠가 많이 나는 마을이었다.미륵사는 평화로운 시절에는 지역민의 종교행사와 안녕을 기원하는 장소로, 바다를 통해 무역하는 상인들에게는 뱃길의 무사함을 비는 기도처로서 이곳사람들과 희로애락을 함께했고, 전쟁시에는 야철산지를 중심으로 군부대의 거주처로 활용되기도 하였다.<br>",인문(문화/예술/역사),역사관광지,사찰
TRAIN_00517,./image/train/TRAIN_00517.jpg,"광덕사는 신라 선덕여왕 때(637년) 자장율사가 창건하고 흥덕왕 때(832년)에 진산 화상이 중건했다고 전해진다. 아산시와 천안시의 경계를 이루는 광덕산(699.3m) 동남쪽, 그리고 태화산(455.5m) 서남쪽 산자락에 있다. 일주문 앞쪽은 ""태화산 광덕사"", 뒤쪽은 ""호서제일선원""이라는 편액이 걸려있고 참선을 수행하는 스님들의 도량임을 짐작게 하듯 고즈넉한 분위기가 물씬 풍겨온다. 조선 초기에 세조가 지병을 치유하려고 다녀가기도 했다는 일화가 전해 내려오며 임진왜란 전까지는 충청, 경기지역에서 가장 큰 절로 꼽힐 정도로 사세가 컸다. 그러나 임진왜란 때 거의 불타버려 옛 영화는 찾을 수 없고 대웅전을 비롯, 명부전, 천불전 등 주요 전각들은 대부분 근래에 새로 지었다.대웅전으로 들어가는 보화루 앞에는 몇백 년 묵은 호두나무가 서 있고 요사채 옆에도 키 큰 호두나무가 서 있어 이곳 광덕사가 호두의 원적지임을 알게 해준다. 광덕사는 곳곳이 단아하게 단장되어 있다. 꽃밭이 그렇고 진입로 옆으로 흐르는 계류가엔 법정 스님의 수필 ""무소유"" 의 한 구절을 옮겨적은 팻말도 보인다. ""우리의 목표는 풍부하게 소유함이 아니라 풍성하게 존재하는 데 있다. 삶의 부피보다는 질을 문제 삼아야 한다"" 는 글귀가 광덕사를 찾는 이들의 마음을 정화해준다.<br>",인문(문화/예술/역사),역사관광지,사찰
TRAIN_00518,./image/train/TRAIN_00518.jpg,"경기도 광주시 오포읍에 위치한 파3와 드라이빙 레인지가 있는 퍼블릭 골프장이다. 서울 강남과 송파, 분당, 수원에서 30분 이내의 가까운 거리에 있다. 연습을 할 수 있는 드라이빙 레인지는 1, 2 층에 총 46타석, 3층 19타석에서 연습장 최장거리는 250YD 거리이다.  잔디 적응 연습을 할 수 있는 파 3 장은 각 홀당 45 ~ 120 YD에 총 713YD 거리로 소요시간은 약 1시간 20분 정도로 어프로치 연습에 적당하다. 레슨 프로가 상주하고 있어 골프를 배울 수 있다.",레포츠,육상 레포츠,골프
TRAIN_00519,./image/train/TRAIN_00519.jpg,"화덕피자와 파스타를 가장 맛있게 하는 이탈리안 오픈 키친이면서 분위기 좋은 만남을 즐길 수 있는 음료가 곁들어진 캐주얼 레스토랑이다. 친구, 연인, 가족들이 피자 굽고 요리하는 모습을 가까이 구경하면서 편안한 식사를 즐길 수 있고, 단체 회식이나 동호회, 동창회 모임을 할 수 있는 룸(20명 · 30여 명)이 있으며, 강의나 회의도 할 수 있도록 빔프로젝터와 대형화면이 설치되어 있다.<br /><br />이태리에서 직수입한 밀가루로 5일 이상 숙성시킨 도우를 직접 굽고 천연치즈와 신선한 식자재를 이용한 화덕피자와 고품질 파스타가 큰 인기를 누리고 있다. 와규 등급의 쇠고기를 이용한 팬스테이크와 고급 맥주, 저렴한 고퀄 와인 서비스 또한 요리하는남자의 자랑거리다.<br>",음식,음식점,서양식
TRAIN_00520,./image/train/TRAIN_00520.jpg,"용연서원은 1691년(숙종 17)에 이사상(李師相) 등 남인계 유생들의 주도로 이덕형(李德馨)과 조경(趙絅)의 학문과 덕행을 추모하기 위해 창건되었다. 이듬해인 1692년(숙종 18)에는 용연(龍淵)이라는 사액을 받았는데, 포천의 명소인 연못의 이름에서 따온 것이다. 용연서원은 경기도 내에서 유일하게 남인세력의 근거지에 설립되었으며, 이덕형이 임진왜란 때 세운 공로가 인정되어 대원군의 서원철폐령에도 훼철되지 않았다. 한국전쟁 때 사우를 제외한 모든 건물이 소실되었다. 1986년 이후 사당·내삼문·강당·외삼문·홍살문 등을 복원하였으나 동재와 서재는 복원되지 않았다. 포천은 이덕형의 외향(外鄕)이었다.",인문(문화/예술/역사),역사관광지,유적지/사적지
TRAIN_00521,./image/train/TRAIN_00521.jpg,"라마다앙코르 서울 동대문은 세계적인 라마다 인터네셔널 체인 브랜드로서 서울 문화의 중심에서 편하게 머무르실 수 있도록 고객님에게 제2의 공간을 제공한다. 서울 동대문에 자리한 저희 호텔은 국내 최대의 쇼핑센터와 한국의 문화가 곳곳에 녹아있어, 볼거리와 먹거리가 풍성하다. 또한 주변 관광지인 명동, 창경궁, 흥인지문 등이 가깝게 위치하고 있어, 편리하게 이동이 가능하다. 최고급의 재료만을 선별하여 정성스러운 요리를 준비하는 레스토랑, 그 밖에 편하게 이용할 수 있는 Meeting room, Ballroom, Business center 과 같은 다양한 시설들이 갖추어져 있다.",숙박,숙박시설,한옥스테이
TRAIN_00522,./image/train/TRAIN_00522.jpg,"솔섬오토캠핑장은 별주부전 테마파크가 있는 사천시 비토섬 인근 해안에 위치한 캠핑장이다. 바닥은 파쇄석으로 되어 있으며, 바다 사이트와 일반 사이트로 구분되어져 있다. 황토방과 펜션도 함께 운영하고 있어 초보 캠퍼가 이용하기 좋은 캠핑장이다. 바다 사이트 쪽은 카라반과 트레일러의 입장이 안된다.<br>그늘막이 있는 수영장과 항상 깨끗하게 관리되고 있는 화장실과 개수대, 샤워장은 24시간 온수가 나와 좋으며, 개수대에는 전자레인지와 공용 냉장고가 설치되어 있어, 언제나 편리하게 음식을 조리할 수 있다. 캠핑장 바로 앞이 바닷가라 갯벌체험을 할 수 있는데 약간의 비용을 내면에 장화와 호미를 대여해준다. 어린이들과 갯벌에서의 바지락, 굴, 고동, 낚지 등을 잡아 저녁거리도 준비하고 수다로 한편의 추억을 쌓을 수 있다. 솔섬오토캠핑장은 일몰이 아름답기로 소문난 곳이어서 노을을 감상하며 사진 찍기에 좋다. 주변 관광지로는 별주부전 테마파크, 삼천포 케이블카, 사천 항공우주박물관, 삼천포 수산시장이 있다.",레포츠,육상 레포츠,"야영장,오토캠핑장"
TRAIN_00523,./image/train/TRAIN_00523.jpg,"몽상가인은 충청남도 천안시 서북구 쌍용동에 있다. 여러 가지 빵을 비롯해 음료, 이태리 음식을 맛볼 수 있는 공간이다. 특히 빵 종류가 맛있기로 소문나, 전국에서 사람이 찾아온다. KBS '6시 내고향'에 소개된 바 있다. 대표 메뉴는 72시간 동안 저온에서 숙성한 바게트다. 바닐라 향이 가득한 부드러운 식감의 에그타르트, 손수 제분한 밀로 만든 건강한 천안통밀빵도 인기다. 이 밖에 스콘, 마늘바게트, 마카롱, 사각 딸기생크림케이크 등도 판다. 천안IC, 천안역, 천안고속버스터미널, 지하철 1호선 봉명역에서 가까워 접근하기 편하다. 인근에는 타운홀전망대가 있다.",음식,음식점,바/까페
TRAIN_00524,./image/train/TRAIN_00524.jpg,"베니키아 홈 the M호텔은10층 건물 총 56실로 전 객실 초고속인터넷 시설을 완비하고 있다. 한편 여행, 출장, 유학 등의 단기/장기 투숙객을 위한 객실은 부엌, 샤워실(화장실), 개별 냉난방 등이 갖추어져 있는 콘도식으로 되어 있다. 또한 침대, 테이블 등의 가구와 가전 시설, 식기류 등 모든 비품이 구비되어 있다.<br>",숙박,숙박시설,콘도미니엄
TRAIN_00525,./image/train/TRAIN_00525.jpg,"몽골 울란바타르 문화진흥원은 낯설고 멀게만 느껴지는 몽골을 우리 사회에 보다 잘 소개하기 위하여 한국과 몽골 양국의 수도인 서울시와 울란바타르시의 지원하에 2001년 설립된 문화원이다.<br />
 2001년 설립된 이 후 매년 재한몽골인들을 위한 나담축제 행사를 개최하고 있으며, 몽골문화한마당, 몽골봉사단, 몽골어학당 등 다양한 문화교류활동을 통하여 한국과 몽골을 잇는 특튼한 가교로서 노력하고 있다.<br>",인문(문화/예술/역사),문화시설,외국문화원
TRAIN_00526,./image/train/TRAIN_00526.jpg,"
경북 울진군 백암온천관광특구 내 위치한 백암스프링스호텔은 역사가 깊다. 1930년 백암여관으로 시작한 백암스프링스호텔을 후손들이 백천호텔, 스프링스를 거쳐 지금의 모습으로 확장 발전시켰다. 주위에 월송정, 망향정, 성류굴 등 주요 관광지가 30분 거리에 있고, 호텔 뒤로는 백암산이 자리 잡아 훌륭한 등산코스를 제공한다. 또한 원시림에 가까운 신선계곡이 있어 연중 등산객과 여행객이 끊이지 않는다. 객실은 한실과 양실이 각각 종류와 크기별로 다양하게 준비되어 있어 예산과 취향에 맞게 폭넓은 선택을 할 수 있다. 백암온천은 평균온도 50℃의 자연 용출되는 알칼리성 온천으로 라듐 성분을 함유하며 자율신경계통 기능 강화, 심장 및 중풍, 간 기능 회복에 효과가 있다고 한다.
<br>",숙박,숙박시설,모텔
TRAIN_00527,./image/train/TRAIN_00527.jpg,"가슴이 뻥 뚫리는 듯 시원하고 멋진 한강 뷰를 보면서 한적한 산책할 수 있는 장소이다. 체육공원이 한강 둔치에 자리하고 있다. 강가를 따라 산책로와 자전거도로가 있고, 그 옆에 체육공원은 축구장, 족구장, 농구장, 테니스장 등 운동장 시설이 있어서 각종 스포츠를 즐기는 사람들이 많다. 한강 바로 옆에 쭉 뻗은 강변 풍경이 아름다운데 일몰 풍경이 특히 좋다. 체육시설은 유료이므로 미리 전화 예약을 해야 한다. 주변에 맛집과 카페가 많아 서울근교 나들이 드라이브 코스로 좋다.",인문(문화/예술/역사),휴양관광지,유원지
TRAIN_00528,./image/train/TRAIN_00528.jpg,"* 보령성곽 *<br /><br />성은 적군의 침입을 막기 위해 흙이나 돌로 높이 쌓아올린 큰 담이다. 이 성은 고려 말에 왜구의 침입을 대비하여 쌓은 봉당성(혹은 고남산성이 있던 곳에서 동쪽으로 약 400m 떨어진 위치에 1430년(세종 12년)에 이미 있던 성을 보강하여 쌓아 만든 것이다.성을 쌓은 방법은 안팎 양면을 돌로 쌓아 올렸고, 남문 터의 왼쪽과 오른쪽을 제외하고 나머지 성벽은 바깥쪽만 돌로 쌓아 올렸다. 성의 규모는 둘레 630여m, 높이 3.5m이고, 성에는 적대(성벽에 달라붙은 적을 측면에서 공격하던 곳) 8개소, 남ㆍ북ㆍ동문 3개소, 우물 3개소 등이 있었다. 1432년에 제민당ㆍ공아 ㆍ병기고 등 140여칸 규모의 건물을 지었다고 한다. 그러나 임진왜란과 한말 의병전쟁 등을 거치면서 파손되고, 남문인 해산루 옆 성벽 약 70m와 북쪽 성벽 약 360m만이 보존되어 있다.<br /><br />* 보령 관아문 *<br /><br />조선시대 보령현의 외곽에 쌓았던 보령읍성의 남문 문루 건물로, 세종 13년(1431)에 현감 박효성이 지은 것이라고 전한다.앞면 3칸·옆면 2칸 규모이며, 지붕 옆면이 여덟 팔(八)자 모양인 화려한 팔작지붕집이다. 1층은 양편의 기둥을 성벽 위에 걸쳐 세워 성곽의 일반 문루처럼 가운데 1칸만 통행하도록 되어있다. 기둥과 같이 긴 주춧돌 위에 원기둥을 세웠으며, 2층은 누각을 설치하고 간단한 난간을 사방에 둘렀다. 건물의 앞면에 ‘해산루(海山樓)’라는 현판이 걸려 있는데, 중종(재위 1506∼1544) 때 영의정을 지낸 이산해의 친필이라고 한다.<br>",인문(문화/예술/역사),역사관광지,성
TRAIN_00529,./image/train/TRAIN_00529.jpg,"평창군 미탄면과 정선군 신동읍 경계인 백운산 자락에 위치해 있으며 천연 기념물인 백룡동굴을 간직하고 있다. 전형적인 동강의 갑입곡류 절경을 한눈에 감상할 수 있는 전망대를 비롯하여 원시자연의 호젓함을 느낄 수 있는 트레킹 최적의 코스이다.
칠족령은 정선군 신동읍 덕천리 소골과 제장 마을을 둘러싼 웅장한 병풍과도 같다. 옛날 제장마을에서 옻을 끓일 때 이진사댁 개가 발바닥에 옻을 묻힌 채 고개 마루를 올라가며 발자국을 남겼다고 해서 옻 칠(漆)자와 발족(足)자를써 칠족령""이라 했다는 이야기가 전해 내려온다. 칠족령에서 바라보는 절경은 아름답다는 말밖에는 그 어떤 다른 수식어도 떠오르지 않는 곳이다. 동강의 사행천을 한눈에 조망 할수있는 전망대 2곳이 있다.",레포츠,육상 레포츠,트래킹
TRAIN_00530,./image/train/TRAIN_00530.jpg,한국 사람들이 좋아하는 철판에 볶아서 먹는 닭갈비 요리를 판매하는 곳이다. 대표메뉴는 닭갈비다. 강원도 강릉시에 있는 한식전문점이다.,음식,음식점,한식
